epoch,loss,val_acc
1,1.514,19.13
2,1.2488,24.21
3,1.1492,24.23
4,1.107,20.53
5,1.0462,28.52
6,0.9986,29.03
7,0.9609,30.75
8,0.9408,30.77
9,0.9026,34.33
10,0.8962,29.94
11,0.8725,33.05
12,0.8526,32.24
13,0.8293,33.79
14,0.8232,32.63
15,0.8025,35.35
16,0.7967,33.81
17,0.769,38.08
18,0.7593,37.09
19,0.7488,39.24
20,0.7473,33.02
21,0.7374,36.36
22,0.7138,37.5
23,0.7137,38.51
24,0.6875,40.84
25,0.6812,40.59
26,0.6711,41.82
27,0.6513,39.51
28,0.6382,42.12
29,0.6225,41.74
30,0.6228,39.74
31,0.6012,41.8
32,0.5988,41.81
33,0.5793,42.74
34,0.5745,42.78
35,0.5705,43.8
36,0.5438,40.9
37,0.5444,42.09
38,0.5321,44.49
39,0.5113,43.75
40,0.4926,42.52
41,0.4781,47.3
42,0.4713,45.2
43,0.4521,43.37
44,0.449,47.46
45,0.4193,42.0
46,0.4167,43.69
47,0.4025,46.41
48,0.3784,45.02
49,0.3672,47.78
50,0.3473,45.22
51,0.3267,47.88
52,0.3306,47.14
53,0.3034,44.61
54,0.2954,48.85
55,0.2836,47.91
56,0.2739,46.72
57,0.246,43.96
58,0.246,47.5
59,0.2336,45.78
60,0.2075,48.53
61,0.2082,45.64
62,0.1927,46.95
63,0.1919,45.99
64,0.1843,46.26
65,0.1707,46.38
66,0.1596,44.77
67,0.1529,47.11
68,0.1407,46.54
69,0.1363,47.94
70,0.1339,45.84
71,0.1195,46.24
72,0.1198,46.36
73,0.1215,46.74
74,0.1154,46.67
75,0.112,46.87
76,0.1062,47.73
77,0.0965,46.35
78,0.0945,45.18
79,0.0904,46.17
80,0.0804,45.96
81,0.0855,46.83
82,0.0848,46.59
83,0.0772,46.37
84,0.0782,45.76
85,0.0658,46.13
86,0.074,47.3
87,0.0606,46.54
88,0.0621,47.27
89,0.0605,46.64
90,0.0509,47.14
91,0.0503,46.3
92,0.0556,44.52
93,0.0523,45.42
94,0.0535,46.34
95,0.0422,47.23
96,0.0424,45.37
97,0.0375,45.57
98,0.0385,46.29
99,0.0379,44.41
100,0.035,46.15
101,0.0357,45.2
102,0.0359,47.15
103,0.0354,45.44
104,0.0366,45.26
105,0.0304,47.58
106,0.0304,46.71
107,0.0281,46.79
108,0.0327,47.09
109,0.0195,46.22
110,0.0213,45.81
111,0.0239,48.02
112,0.0212,45.04
113,0.0248,46.55
114,0.0225,46.78
115,0.019,47.28
116,0.0185,47.39
117,0.0175,46.25
118,0.016,46.43
119,0.0208,45.87
120,0.0186,44.83
121,0.0189,46.88
122,0.0118,46.97
123,0.0154,45.72
124,0.0145,46.22
125,0.0102,46.61
126,0.0078,45.44
127,0.0072,45.36
128,0.0085,46.53
129,0.0088,46.75
130,0.0093,46.2
131,0.0081,47.09
132,0.0103,48.03
133,0.0052,46.99
134,0.0072,45.84
135,0.0079,47.5
136,0.0074,47.93
137,0.0038,46.43
138,0.0031,45.73
139,0.0038,46.32
140,0.0055,47.49
141,0.0032,47.19
142,0.0029,46.82
143,0.005,46.69
144,0.0041,46.97
145,0.0043,47.72
146,0.0052,47.2
147,0.0049,45.54
148,0.0022,46.39
149,0.0037,46.65
150,0.0032,45.79
151,0.002,46.56
152,0.0026,46.48
153,0.0016,46.39
154,0.0024,46.81
155,0.0013,46.76
156,0.0018,45.98
157,0.002,46.24
158,0.0009,46.64
159,0.001,47.03
160,0.0016,46.51
161,0.001,46.53
162,0.0007,46.87
163,0.0006,46.22
164,0.0005,46.53
165,0.0009,46.3
166,0.0009,46.77
167,0.0009,46.73
168,0.0004,47.2
169,0.0006,47.36
170,0.0004,47.32
171,0.0003,47.02
172,0.0002,47.22
173,0.0006,46.91
174,0.0004,47.07
175,0.0005,47.21
176,0.0003,46.91
177,0.0001,46.91
178,0.0002,46.64
179,0.0001,46.79
180,0.0003,46.12
181,0.0003,46.88
182,0.0002,46.96
183,0.0005,47.14
184,0.0002,47.02
185,0.0005,46.88
186,0.0005,46.63
187,0.0002,46.59
188,0.0002,46.7
189,0.0005,46.77
190,0.0002,46.75
191,0.0001,46.78
192,0.0003,46.71
193,0.0002,46.67
194,0.0001,46.64
195,0.0002,46.73
196,0.0001,46.71
197,0.0001,46.7
198,0.0002,46.68
199,0.0001,46.68
200,0.0002,46.72
