epoch,loss,val_acc
1,2.1037,17.36
2,1.2634,27.27
3,1.0955,29.46
4,1.0141,30.92
5,0.9533,29.19
6,0.9121,29.32
7,0.8555,33.49
8,0.8117,33.1
9,0.7682,37.21
10,0.7294,37.03
11,0.703,39.04
12,0.6668,40.57
13,0.6385,45.33
14,0.6207,45.83
15,0.6002,44.84
16,0.5826,45.14
17,0.5536,42.57
18,0.549,48.08
19,0.5262,49.32
20,0.5106,49.14
21,0.5073,49.78
22,0.501,46.79
23,0.485,45.06
24,0.472,50.23
25,0.4555,52.46
26,0.4486,52.35
27,0.4335,48.09
28,0.4271,52.24
29,0.4104,53.71
30,0.4061,52.85
31,0.3983,53.71
32,0.3925,50.66
33,0.3836,54.79
34,0.3726,52.62
35,0.3578,56.9
36,0.3469,56.88
37,0.3388,55.0
38,0.3434,51.37
39,0.3412,57.4
40,0.3177,55.47
41,0.3214,54.77
42,0.3064,57.85
43,0.2979,56.32
44,0.2941,59.16
45,0.2855,57.34
46,0.2897,57.06
47,0.2794,57.55
48,0.2655,53.78
49,0.2625,60.34
50,0.2579,61.04
51,0.2464,56.31
52,0.2311,58.28
53,0.2371,56.92
54,0.2296,56.81
55,0.2261,56.34
56,0.2143,59.22
57,0.2169,58.45
58,0.2139,57.75
59,0.2006,58.69
60,0.2024,56.79
61,0.1947,57.68
62,0.1949,55.79
63,0.1898,58.01
64,0.1818,58.29
65,0.1793,55.12
66,0.1746,60.64
67,0.1706,57.66
68,0.1569,59.28
69,0.1627,58.79
70,0.1532,61.79
71,0.1558,58.45
72,0.1493,57.16
73,0.1441,60.3
74,0.138,60.81
75,0.1438,60.25
76,0.1365,60.5
77,0.1289,57.04
78,0.1335,60.69
79,0.1283,61.37
80,0.124,58.38
81,0.1206,59.86
82,0.1152,58.58
83,0.1174,59.08
84,0.1196,58.76
85,0.1102,58.2
86,0.0994,59.96
87,0.1009,58.51
88,0.0952,56.31
89,0.1033,59.49
90,0.0993,60.35
91,0.0914,61.65
92,0.0993,58.05
93,0.0866,58.92
94,0.0923,61.86
95,0.0805,60.45
96,0.08,59.73
97,0.0908,60.33
98,0.0791,57.97
99,0.0775,59.26
100,0.0769,59.54
101,0.0727,59.82
102,0.0741,60.35
103,0.0651,61.95
104,0.0717,60.39
105,0.0668,57.86
106,0.0598,58.4
107,0.0623,59.69
108,0.0582,60.46
109,0.0608,61.44
110,0.055,61.85
111,0.0598,59.84
112,0.0529,59.22
113,0.0548,60.07
114,0.0482,58.32
115,0.0488,61.75
116,0.0493,61.44
117,0.0447,60.61
118,0.0455,59.19
119,0.0415,60.48
120,0.0434,58.2
121,0.0346,58.85
122,0.0403,59.63
123,0.0383,60.13
124,0.0363,59.16
125,0.0369,59.14
126,0.0366,60.36
127,0.0337,59.55
128,0.0307,58.95
129,0.0299,61.0
130,0.031,60.15
131,0.0312,60.28
132,0.0342,58.47
133,0.0305,60.77
134,0.023,60.68
135,0.0282,59.73
136,0.0261,59.24
137,0.022,60.32
138,0.0253,61.32
139,0.0202,58.56
140,0.0194,59.85
141,0.0197,60.94
142,0.0204,58.17
143,0.0172,59.63
144,0.0158,60.11
145,0.0142,59.54
146,0.0124,60.46
147,0.0145,59.43
148,0.0178,59.96
149,0.0101,59.52
150,0.0127,60.09
151,0.0082,60.08
152,0.0101,59.1
153,0.0114,60.51
154,0.0092,59.91
155,0.0121,59.66
156,0.0083,59.28
157,0.0108,60.85
158,0.0082,60.23
159,0.0065,60.58
160,0.0085,60.08
161,0.0076,60.25
162,0.0071,61.06
163,0.0073,59.37
164,0.0057,60.84
165,0.007,60.62
166,0.0046,60.93
167,0.0066,60.76
168,0.0043,60.04
169,0.0056,59.97
170,0.0042,59.88
171,0.0046,60.42
172,0.0054,60.28
173,0.0039,59.8
174,0.0026,59.98
175,0.0041,60.24
176,0.0044,60.31
177,0.0023,60.75
178,0.0025,60.46
179,0.0033,60.27
180,0.0028,59.89
181,0.0031,60.91
182,0.0032,60.04
183,0.0034,60.47
184,0.0024,60.33
185,0.0026,60.25
186,0.0029,60.48
187,0.0028,61.34
188,0.0021,60.61
189,0.0021,60.56
190,0.0034,60.76
191,0.0018,60.39
192,0.0019,60.67
193,0.0022,60.09
194,0.0024,60.08
195,0.0022,60.47
196,0.0025,60.78
197,0.0014,60.24
198,0.0027,60.35
199,0.0018,60.56
200,0.0023,59.92
