epoch,loss,val_acc
1,2.2543,17.0
2,1.3727,28.22
3,1.0586,27.77
4,0.9624,30.56
5,0.9054,33.91
6,0.8669,37.28
7,0.7999,40.25
8,0.7678,35.7
9,0.7072,42.03
10,0.6795,39.86
11,0.6565,47.0
12,0.6089,48.7
13,0.5779,44.49
14,0.5734,47.12
15,0.5425,48.75
16,0.5241,48.88
17,0.5123,49.29
18,0.4877,50.66
19,0.4771,53.74
20,0.4571,51.78
21,0.4458,54.6
22,0.4356,54.75
23,0.4265,54.88
24,0.402,54.26
25,0.394,53.35
26,0.3722,54.2
27,0.3685,55.95
28,0.3586,60.03
29,0.3536,55.0
30,0.3263,55.72
31,0.3195,56.56
32,0.3121,55.23
33,0.3032,58.02
34,0.2922,56.64
35,0.2848,56.99
36,0.2753,59.52
37,0.2716,57.67
38,0.2633,54.76
39,0.2528,57.88
40,0.2516,57.93
41,0.2382,60.14
42,0.2226,58.64
43,0.2193,59.78
44,0.2084,59.19
45,0.203,59.05
46,0.1958,59.38
47,0.1999,59.3
48,0.1836,58.51
49,0.1777,61.77
50,0.1713,60.49
51,0.1745,59.13
52,0.1674,58.67
53,0.1556,60.2
54,0.1558,58.94
55,0.1432,58.96
56,0.15,57.78
57,0.1428,58.7
58,0.1346,59.31
59,0.13,58.08
60,0.1367,58.63
61,0.1165,58.26
62,0.1271,60.4
63,0.1126,58.64
64,0.1207,60.1
65,0.1074,58.04
66,0.1122,59.1
67,0.1053,58.15
68,0.1005,59.78
69,0.0977,60.45
70,0.0923,59.43
71,0.0961,61.08
72,0.0938,59.38
73,0.0923,60.55
74,0.0878,61.42
75,0.0939,59.63
76,0.082,60.89
77,0.0767,59.6
78,0.0827,59.76
79,0.0743,59.76
80,0.0697,58.88
81,0.064,59.76
82,0.0731,59.26
83,0.0677,59.23
84,0.0687,62.63
85,0.0674,60.15
86,0.0671,59.84
87,0.0567,60.71
88,0.063,59.77
89,0.058,61.08
90,0.0527,60.16
91,0.0542,60.94
92,0.0502,61.01
93,0.0468,60.59
94,0.0551,59.31
95,0.05,60.2
96,0.0471,61.39
97,0.0426,61.83
98,0.0413,59.5
99,0.0432,61.78
100,0.0454,61.14
101,0.0429,60.63
102,0.0379,60.7
103,0.0357,60.72
104,0.0372,61.32
105,0.0415,60.42
106,0.0388,61.09
107,0.0342,59.91
108,0.0357,60.92
109,0.0275,60.76
110,0.0304,59.12
111,0.0343,60.41
112,0.0307,60.61
113,0.028,60.77
114,0.0262,60.76
115,0.0292,60.34
116,0.0258,60.15
117,0.0264,60.23
118,0.0231,60.33
119,0.0241,60.97
120,0.0225,60.75
121,0.0233,61.14
122,0.0203,61.48
123,0.0223,61.56
124,0.0151,61.28
125,0.0156,60.17
126,0.02,61.48
127,0.0171,61.44
128,0.0161,60.39
129,0.0197,61.86
130,0.0163,60.7
131,0.015,61.39
132,0.0169,62.02
133,0.0139,60.62
134,0.0139,61.36
135,0.0128,61.4
136,0.0131,59.9
137,0.0107,60.96
138,0.0098,60.97
139,0.0097,61.14
140,0.013,60.9
141,0.009,61.5
142,0.009,62.33
143,0.0071,61.95
144,0.007,60.87
145,0.0078,60.81
146,0.0061,61.25
147,0.0085,61.52
148,0.0059,61.62
149,0.0068,61.92
150,0.0057,62.27
151,0.0062,61.68
152,0.0077,61.46
153,0.0071,60.41
154,0.0071,61.58
155,0.0067,62.31
156,0.0054,61.97
157,0.0049,61.33
158,0.005,61.2
159,0.0038,61.58
160,0.0035,61.7
161,0.004,61.99
162,0.0038,60.59
163,0.0047,60.87
164,0.004,61.31
165,0.0035,61.08
166,0.0028,60.87
167,0.0042,61.17
168,0.0026,61.6
169,0.0039,61.0
170,0.0036,61.51
171,0.0028,61.15
172,0.0036,61.05
173,0.0028,61.86
174,0.0026,61.23
175,0.0033,60.92
176,0.0024,61.26
177,0.0025,61.18
178,0.0018,61.02
179,0.0017,61.58
180,0.0021,61.25
181,0.0019,61.82
182,0.0025,61.68
183,0.0021,61.66
184,0.0017,61.62
185,0.0023,61.35
186,0.0014,61.25
187,0.0025,61.36
188,0.0028,61.35
189,0.0022,61.52
190,0.003,61.38
191,0.0015,61.19
192,0.0014,61.43
193,0.0017,61.08
194,0.0013,60.97
195,0.0013,61.13
196,0.0014,61.41
197,0.0017,61.4
198,0.0016,61.41
199,0.0012,61.25
200,0.0016,61.14
