epoch,loss,val_acc
1,2.6982,10.88
2,1.64,20.59
3,1.2285,26.08
4,1.0684,24.72
5,1.0087,28.13
6,0.965,29.63
7,0.9089,30.33
8,0.8264,32.12
9,0.788,34.31
10,0.7461,38.17
11,0.7193,35.26
12,0.7066,37.82
13,0.6688,36.32
14,0.6403,41.53
15,0.6354,41.14
16,0.5841,46.06
17,0.551,44.95
18,0.5411,48.22
19,0.5264,45.81
20,0.5021,47.95
21,0.4851,49.38
22,0.4563,49.52
23,0.4526,48.42
24,0.4326,47.97
25,0.4222,51.07
26,0.414,51.5
27,0.3984,52.74
28,0.3805,51.43
29,0.3661,52.6
30,0.3371,53.24
31,0.3306,56.04
32,0.3268,54.07
33,0.3047,57.09
34,0.2986,56.16
35,0.282,54.53
36,0.2739,55.51
37,0.2611,54.73
38,0.2597,58.31
39,0.2385,56.15
40,0.2424,57.82
41,0.2247,56.19
42,0.2206,58.24
43,0.2177,58.18
44,0.2139,56.21
45,0.1954,57.11
46,0.1924,58.64
47,0.1779,57.8
48,0.1783,59.63
49,0.1704,59.84
50,0.1604,56.48
51,0.1704,59.83
52,0.1534,58.49
53,0.1473,59.98
54,0.1371,59.25
55,0.1358,61.81
56,0.1243,58.03
57,0.1307,59.6
58,0.1243,60.95
59,0.1195,60.22
60,0.1107,60.61
61,0.1068,58.94
62,0.1043,61.23
63,0.1036,60.26
64,0.0986,58.9
65,0.0923,59.91
66,0.0881,61.94
67,0.088,59.81
68,0.0868,61.08
69,0.0842,56.8
70,0.0741,61.53
71,0.0755,59.08
72,0.0742,58.07
73,0.0725,58.99
74,0.0734,62.11
75,0.0689,61.58
76,0.0664,60.87
77,0.0685,58.27
78,0.0653,60.59
79,0.0652,60.11
80,0.0617,61.39
81,0.0521,60.55
82,0.0479,58.78
83,0.0519,62.16
84,0.0531,58.5
85,0.0444,61.88
86,0.0474,60.72
87,0.048,61.23
88,0.0452,59.39
89,0.044,61.69
90,0.0399,58.92
91,0.0375,61.83
92,0.0466,61.37
93,0.034,58.92
94,0.0457,63.18
95,0.0401,60.41
96,0.0359,60.4
97,0.0327,60.83
98,0.0325,60.96
99,0.0352,61.91
100,0.0279,62.14
101,0.0272,60.14
102,0.0283,62.21
103,0.0244,57.73
104,0.0276,63.6
105,0.0267,61.11
106,0.0214,60.47
107,0.026,59.99
108,0.0179,61.69
109,0.023,61.22
110,0.0264,62.3
111,0.0229,59.69
112,0.0224,60.84
113,0.0185,60.16
114,0.0206,60.89
115,0.0164,60.73
116,0.0144,61.07
117,0.0299,61.27
118,0.0172,60.5
119,0.0198,60.42
120,0.013,61.75
121,0.0112,60.1
122,0.0118,60.9
123,0.0138,58.86
124,0.0177,60.59
125,0.0143,60.9
126,0.0098,61.82
127,0.0117,60.39
128,0.0112,59.98
129,0.0099,60.64
130,0.0087,60.28
131,0.0091,62.9
132,0.0107,60.89
133,0.0088,60.82
134,0.0087,61.62
135,0.0088,60.82
136,0.0094,61.94
137,0.0092,60.45
138,0.0055,61.48
139,0.0056,60.93
140,0.0053,60.9
141,0.005,63.74
142,0.0065,61.82
143,0.0079,59.12
144,0.0056,61.1
145,0.0052,59.99
146,0.0055,61.08
147,0.0047,60.61
148,0.0055,60.06
149,0.0052,60.6
150,0.0033,61.31
151,0.0036,61.93
152,0.0021,61.77
153,0.0033,61.85
154,0.0033,61.36
155,0.0025,62.0
156,0.0038,61.95
157,0.0028,62.22
158,0.0014,61.3
159,0.0015,61.94
160,0.0018,61.95
161,0.0013,61.4
162,0.0032,61.04
163,0.002,61.41
164,0.0015,61.43
165,0.0012,61.49
166,0.0014,61.11
167,0.001,61.48
168,0.0014,61.7
169,0.0014,61.46
170,0.0015,61.31
171,0.001,60.99
172,0.0017,61.35
173,0.001,61.02
174,0.0013,61.69
175,0.0007,61.74
176,0.0003,62.16
177,0.0007,62.22
178,0.0005,62.57
179,0.0007,62.49
180,0.0006,62.42
181,0.0007,61.92
182,0.0008,62.02
183,0.0005,62.36
184,0.0004,62.29
185,0.0007,62.65
186,0.0008,62.61
187,0.0005,62.76
188,0.0011,62.58
189,0.0006,62.46
190,0.0003,61.96
191,0.0006,62.69
192,0.0009,62.09
193,0.0004,62.27
194,0.001,62.52
195,0.0006,62.28
196,0.0007,62.13
197,0.0001,61.85
198,0.0005,62.12
199,0.001,61.93
200,0.0007,62.36
