epoch,loss,val_acc,head_acc,med_acc,tail_acc
106,0.067200,59.30,68.55,22.30,0.00
107,0.061300,58.44,66.01,28.15,0.00
108,0.064600,55.76,64.86,19.35,0.00
109,0.060500,56.54,67.75,11.70,0.00
110,0.059800,57.10,65.11,25.05,0.00
111,0.057500,56.53,66.17,17.95,0.00
112,0.048500,58.51,67.79,21.40,0.00
113,0.050100,54.50,64.95,12.70,0.00
114,0.048700,58.17,67.36,21.40,0.00
115,0.052500,57.67,66.19,23.60,0.00
116,0.044600,58.75,66.60,27.35,0.00
117,0.046500,53.83,64.33,11.85,0.00
118,0.047200,58.52,66.86,25.15,0.00
119,0.046600,56.34,65.89,18.15,0.00
120,0.037900,58.05,66.14,25.70,0.00
121,0.037900,57.31,66.21,21.70,0.00
122,0.036900,55.05,64.59,16.90,0.00
123,0.033400,57.15,67.89,14.20,0.00
124,0.033600,57.51,67.15,18.95,0.00
125,0.031000,58.14,67.69,19.95,0.00
126,0.033800,57.45,67.00,19.25,0.00
127,0.031200,58.56,68.45,19.00,0.00
128,0.033800,56.90,67.06,16.25,0.00
129,0.032800,57.68,66.94,20.65,0.00
130,0.026000,56.84,67.51,14.15,0.00
131,0.026500,57.58,66.91,20.25,0.00
132,0.022900,59.33,68.04,24.50,0.00
133,0.026900,56.49,66.85,15.05,0.00
134,0.022000,57.96,67.15,21.20,0.00
135,0.022300,58.03,67.59,19.80,0.00
136,0.022000,57.14,65.67,23.00,0.00
137,0.024000,58.97,68.69,20.10,0.00
138,0.019300,58.51,68.04,20.40,0.00
139,0.017600,57.45,68.45,13.45,0.00
140,0.019200,57.64,66.34,22.85,0.00
141,0.016600,59.17,67.89,24.30,0.00
142,0.017800,58.54,68.95,16.90,0.00
143,0.018600,57.96,67.75,18.80,0.00
144,0.012700,57.33,67.28,17.55,0.00
145,0.013900,57.28,68.33,13.10,0.00
146,0.015800,57.12,67.16,16.95,0.00
147,0.010500,56.04,66.26,15.15,0.00
148,0.013000,57.44,67.83,15.90,0.00
149,0.012800,56.69,66.75,16.45,0.00
150,0.012600,58.85,68.24,21.30,0.00
151,0.010500,57.88,67.69,18.65,0.00
152,0.009800,58.03,68.58,15.85,0.00
153,0.011400,57.57,67.95,16.05,0.00
154,0.007100,57.05,66.61,18.80,0.00
155,0.007400,57.92,66.89,22.05,0.00
156,0.008200,57.35,67.30,17.55,0.00
157,0.006800,58.11,67.20,21.75,0.00
158,0.008000,57.00,67.05,16.80,0.00
159,0.005700,57.06,67.28,16.20,0.00
160,0.005600,58.04,67.55,20.00,0.00
161,0.006300,58.43,66.92,24.45,0.00
162,0.005100,57.25,66.81,19.00,0.00
163,0.005000,58.07,67.17,21.65,0.00
164,0.005200,57.87,67.95,17.55,0.00
165,0.004200,57.30,67.46,16.65,0.00
166,0.005200,57.11,67.46,15.70,0.00
167,0.004000,57.53,67.17,18.95,0.00
168,0.005200,57.10,67.44,15.75,0.00
169,0.003800,58.15,67.65,20.15,0.00
170,0.003200,58.41,67.79,20.90,0.00
171,0.004000,58.14,67.79,19.55,0.00
172,0.003100,58.54,67.81,21.45,0.00
173,0.004700,58.10,67.42,20.80,0.00
174,0.002400,59.18,68.54,21.75,0.00
175,0.002400,58.70,68.05,21.30,0.00
176,0.002300,59.68,68.84,23.05,0.00
177,0.002700,58.36,68.11,19.35,0.00
178,0.003400,58.51,68.03,20.45,0.00
179,0.001800,58.58,67.99,20.95,0.00
180,0.001700,58.58,68.28,19.80,0.00
181,0.001200,58.84,68.22,21.30,0.00
182,0.002200,59.33,68.67,21.95,0.00
183,0.002100,59.17,68.42,22.15,0.00
184,0.002000,58.57,68.44,19.10,0.00
185,0.002300,58.30,68.17,18.80,0.00
186,0.001700,58.16,68.09,18.45,0.00
187,0.001300,58.41,68.28,18.95,0.00
188,0.001900,58.49,68.31,19.20,0.00
189,0.001000,58.41,68.05,19.85,0.00
190,0.001400,58.11,67.91,18.90,0.00
191,0.001000,58.54,67.96,20.85,0.00
192,0.001700,58.11,68.06,18.30,0.00
193,0.002100,58.12,68.06,18.35,0.00
194,0.000900,58.38,68.03,19.80,0.00
195,0.001200,58.00,67.91,18.35,0.00
196,0.001100,58.08,67.80,19.20,0.00
197,0.000800,57.69,67.65,17.85,0.00
198,0.000700,57.98,67.83,18.60,0.00
199,0.000800,58.01,68.01,18.00,0.00
200,0.001500,58.10,67.86,19.05,0.00
