epoch,loss,val_acc,head_acc,med_acc,tail_acc
1,1.832300,11.03,13.79,0.00,0.00
2,1.647300,22.13,27.66,0.00,0.00
3,1.502900,21.84,27.30,0.00,0.00
4,1.326900,20.80,26.00,0.00,0.00
5,1.437600,23.49,29.36,0.00,0.00
6,1.366900,17.17,21.46,0.00,0.00
7,1.205500,24.14,30.18,0.00,0.00
8,1.106100,22.82,28.52,0.00,0.00
9,1.067600,26.00,32.50,0.00,0.00
10,0.956600,27.79,34.74,0.00,0.00
11,0.935700,29.42,36.77,0.00,0.00
12,0.900100,28.58,35.73,0.00,0.00
13,0.881600,29.16,36.45,0.00,0.00
14,0.840500,29.71,37.14,0.00,0.00
15,0.814200,33.15,41.44,0.00,0.00
16,0.792300,32.38,40.48,0.00,0.00
17,0.746000,35.80,44.75,0.00,0.00
18,0.742100,32.26,40.33,0.00,0.00
19,0.713300,35.97,44.96,0.00,0.00
20,0.704500,35.47,44.34,0.00,0.00
21,0.668000,34.76,43.45,0.00,0.00
22,0.655900,35.50,44.38,0.00,0.00
23,0.633300,36.69,45.86,0.00,0.00
24,0.613000,38.82,48.52,0.00,0.00
25,0.591100,36.99,46.24,0.00,0.00
26,0.581100,36.61,45.76,0.00,0.00
27,0.561800,36.59,45.74,0.00,0.00
28,0.558000,38.55,48.19,0.00,0.00
29,0.534800,39.73,49.66,0.00,0.00
30,0.525100,42.56,53.20,0.00,0.00
31,0.502700,39.88,49.85,0.00,0.00
32,0.492200,39.95,49.94,0.00,0.00
33,0.480600,36.85,46.06,0.00,0.00
34,0.467000,40.62,50.77,0.00,0.00
35,0.464900,43.76,54.70,0.00,0.00
36,0.450600,43.34,54.17,0.00,0.00
37,0.440000,40.67,50.84,0.00,0.00
38,0.430800,45.06,56.33,0.00,0.00
39,0.421900,44.70,55.88,0.00,0.00
40,0.407000,43.56,54.45,0.00,0.00
41,0.395800,43.01,53.76,0.00,0.00
42,0.386700,44.40,55.50,0.00,0.00
43,0.386700,46.76,58.45,0.00,0.00
44,0.369800,49.42,61.77,0.00,0.00
45,0.357400,48.22,60.27,0.00,0.00
46,0.347300,49.46,61.83,0.00,0.00
47,0.338200,47.70,59.62,0.00,0.00
48,0.335400,47.43,59.23,0.25,0.00
49,0.321100,47.55,59.35,0.35,0.00
50,0.317400,49.82,62.21,0.25,0.00
51,0.306600,48.12,59.69,1.85,0.00
52,0.300200,50.04,62.27,1.10,0.00
53,0.296400,52.08,63.95,4.60,0.00
54,0.282900,50.97,62.88,3.35,0.00
55,0.281000,53.22,65.91,2.45,0.00
56,0.267800,49.04,60.33,3.90,0.00
57,0.266000,54.10,66.00,6.50,0.00
58,0.251000,52.32,63.31,8.35,0.00
59,0.248300,52.93,64.05,8.45,0.00
60,0.235400,53.10,64.06,9.25,0.00
61,0.246800,49.56,60.31,6.55,0.00
62,0.227600,51.05,61.60,8.85,0.00
63,0.221200,48.36,59.49,3.85,0.00
64,0.221400,50.07,60.69,7.60,0.00
65,0.217800,51.06,61.84,7.95,0.00
66,0.212900,54.20,64.55,12.80,0.00
67,0.197600,52.68,64.33,6.10,0.00
68,0.201700,51.85,63.89,3.70,0.00
69,0.197200,54.63,65.41,11.50,0.00
70,0.183000,52.91,63.17,11.85,0.00
71,0.167800,56.42,66.24,17.15,0.00
72,0.182800,52.79,64.25,6.95,0.00
73,0.178900,55.14,65.59,13.35,0.00
74,0.161700,51.79,60.90,15.35,0.00
75,0.163000,52.76,63.15,11.20,0.00
76,0.154700,55.99,66.38,14.45,0.00
77,0.156200,56.22,65.86,17.65,0.00
78,0.152100,55.29,65.01,16.40,0.00
79,0.141200,55.19,65.76,12.90,0.00
80,0.141700,55.55,66.06,13.50,0.00
81,0.134700,54.92,65.69,11.85,0.00
82,0.134200,54.15,64.03,14.65,0.00
83,0.136700,57.50,68.05,15.30,0.00
84,0.133700,53.28,62.92,14.70,0.00
85,0.123600,54.49,64.89,12.90,0.00
86,0.111900,55.61,64.72,19.15,0.00
87,0.112500,55.49,66.17,12.75,0.00
88,0.116400,57.42,66.55,20.90,0.00
89,0.112200,54.19,63.69,16.20,0.00
90,0.108200,56.80,67.20,15.20,0.00
91,0.099000,55.84,65.16,18.55,0.00
92,0.101200,58.78,66.46,28.05,0.00
93,0.098400,57.60,67.67,17.30,0.00
94,0.095300,55.28,63.11,23.95,0.00
95,0.095600,56.79,66.30,18.75,0.00
96,0.086700,58.31,67.74,20.60,0.00
97,0.086300,58.53,67.09,24.30,0.00
98,0.087400,56.79,66.62,17.45,0.00
99,0.082300,58.61,66.17,28.35,0.00
100,0.073900,57.72,65.69,25.85,0.00
101,0.080100,55.90,66.16,14.85,0.00
102,0.074000,54.29,65.96,7.60,0.00
103,0.074300,55.54,64.40,20.10,0.00
104,0.072800,57.22,65.66,23.45,0.00
105,0.066600,57.19,67.20,17.15,0.00
