epoch,loss,val_acc,head_acc,med_acc,tail_acc
58,0.198100,57.44,65.55,25.00,0.00
59,0.187200,58.35,66.55,25.55,0.00
60,0.184200,58.60,67.53,22.90,0.00
61,0.185400,55.80,64.81,19.75,0.00
62,0.180800,57.36,66.79,19.65,0.00
63,0.170200,58.64,68.29,20.05,0.00
64,0.156800,58.91,67.58,24.25,0.00
65,0.164900,59.41,67.86,25.60,0.00
66,0.161300,57.52,65.95,23.80,0.00
67,0.158600,58.69,66.54,27.30,0.00
68,0.154400,58.88,68.06,22.15,0.00
69,0.158500,58.62,68.58,18.80,0.00
70,0.140900,58.45,66.76,25.20,0.00
71,0.143600,56.94,66.85,17.30,0.00
72,0.140200,58.85,68.62,19.75,0.00
73,0.135900,56.75,67.01,15.70,0.00
74,0.135500,60.74,68.12,31.20,0.00
75,0.129100,57.12,64.45,27.80,0.00
76,0.127000,61.97,68.61,35.40,0.00
77,0.122000,57.19,64.91,26.30,0.00
78,0.127700,60.55,67.74,31.80,0.00
79,0.116900,59.39,68.22,24.05,0.00
80,0.108400,60.56,67.08,34.50,0.00
81,0.113400,58.37,67.50,21.85,0.00
82,0.111500,60.60,66.94,35.25,0.00
83,0.109100,58.07,67.00,22.35,0.00
84,0.102400,58.56,67.11,24.35,0.00
85,0.106700,58.78,67.58,23.60,0.00
86,0.096900,55.73,65.19,17.90,0.00
87,0.093700,58.38,67.12,23.40,0.00
88,0.090800,57.76,66.39,23.25,0.00
89,0.091300,58.61,68.75,18.05,0.00
90,0.089100,56.82,66.72,17.20,0.00
91,0.091300,59.47,67.76,26.30,0.00
92,0.088600,58.82,67.81,22.85,0.00
93,0.087000,60.20,67.26,31.95,0.00
94,0.080100,58.91,66.56,28.30,0.00
95,0.081000,59.03,68.04,23.00,0.00
96,0.083900,61.64,69.94,28.45,0.00
97,0.078700,58.82,68.06,21.85,0.00
98,0.071600,59.17,68.49,21.90,0.00
99,0.069200,61.37,69.19,30.10,0.00
100,0.071100,58.19,68.19,18.20,0.00
101,0.067900,58.24,67.54,21.05,0.00
102,0.063900,61.23,68.33,32.85,0.00
103,0.067300,60.33,68.99,25.70,0.00
104,0.060900,61.22,67.88,34.60,0.00
105,0.067400,55.57,64.90,18.25,0.00
106,0.058500,58.31,67.61,21.10,0.00
107,0.063000,59.87,67.84,28.00,0.00
108,0.052800,62.25,68.05,39.05,0.00
109,0.048000,60.03,67.39,30.60,0.00
110,0.048000,59.21,67.20,27.25,0.00
111,0.059400,61.03,69.64,26.60,0.00
112,0.053200,59.08,66.84,28.05,0.00
113,0.052700,57.50,66.56,21.25,0.00
114,0.052700,58.63,66.72,26.25,0.00
115,0.047300,60.83,68.66,29.50,0.00
116,0.041000,58.54,67.79,21.55,0.00
117,0.042800,59.28,68.21,23.55,0.00
118,0.044500,60.41,68.64,27.50,0.00
119,0.041600,60.17,68.90,25.25,0.00
120,0.035800,59.85,68.89,23.70,0.00
121,0.037500,61.84,69.67,30.50,0.00
122,0.040900,58.93,69.14,18.10,0.00
123,0.031000,59.91,68.66,24.90,0.00
124,0.030600,60.66,68.70,28.50,0.00
125,0.033400,58.02,67.41,20.45,0.00
126,0.035600,60.18,68.67,26.20,0.00
127,0.037100,60.39,69.74,23.00,0.00
128,0.030500,60.97,69.11,28.40,0.00
129,0.027100,59.59,68.80,22.75,0.00
130,0.025200,58.58,68.90,17.30,0.00
131,0.027200,60.23,69.12,24.65,0.00
132,0.028600,58.41,67.36,22.60,0.00
133,0.025300,57.63,66.94,20.40,0.00
134,0.021800,58.65,68.72,18.35,0.00
135,0.020600,58.76,68.65,19.20,0.00
136,0.024100,58.93,67.39,25.10,0.00
137,0.018500,58.46,67.59,21.95,0.00
138,0.020800,59.01,68.47,21.15,0.00
139,0.015700,59.21,68.42,22.35,0.00
140,0.017400,59.51,68.44,23.80,0.00
141,0.017900,60.86,69.62,25.80,0.00
142,0.018500,60.87,69.78,25.25,0.00
143,0.018100,58.69,67.47,23.55,0.00
144,0.016500,59.68,68.35,25.00,0.00
145,0.018100,59.97,68.45,26.05,0.00
146,0.015300,59.64,68.85,22.80,0.00
147,0.013200,58.76,68.03,21.70,0.00
148,0.013100,60.67,69.76,24.30,0.00
149,0.012600,59.90,68.72,24.60,0.00
150,0.013000,59.29,69.00,20.45,0.00
151,0.009700,58.98,68.74,19.95,0.00
152,0.013400,60.46,69.17,25.60,0.00
153,0.012000,59.96,68.96,23.95,0.00
154,0.010400,59.17,68.67,21.15,0.00
155,0.009400,60.97,69.92,25.15,0.00
156,0.009500,59.04,68.16,22.55,0.00
157,0.006400,59.12,68.86,20.15,0.00
158,0.008100,59.45,68.85,21.85,0.00
159,0.007800,59.01,68.72,20.15,0.00
160,0.006500,59.72,69.00,22.60,0.00
161,0.005100,59.95,68.81,24.50,0.00
162,0.005100,60.40,69.65,23.40,0.00
163,0.006200,59.91,69.16,22.90,0.00
164,0.004600,60.41,69.80,22.85,0.00
165,0.004700,60.41,69.29,24.90,0.00
166,0.003800,59.63,68.51,24.10,0.00
167,0.006100,59.54,69.39,20.15,0.00
168,0.004700,58.95,68.51,20.70,0.00
169,0.005400,60.23,69.28,24.05,0.00
170,0.004800,60.44,69.79,23.05,0.00
171,0.004800,60.43,69.31,24.90,0.00
172,0.004300,59.62,68.55,23.90,0.00
173,0.004400,59.87,68.42,25.65,0.00
174,0.003800,60.30,69.16,24.85,0.00
175,0.004300,59.48,68.59,23.05,0.00
176,0.004200,59.99,68.83,24.65,0.00
177,0.003500,60.10,69.19,23.75,0.00
178,0.002700,59.35,68.78,21.65,0.00
179,0.002500,59.98,69.17,23.20,0.00
180,0.003600,59.71,68.76,23.50,0.00
181,0.002500,60.51,69.38,25.05,0.00
182,0.002000,60.34,69.54,23.55,0.00
183,0.003900,60.05,69.01,24.20,0.00
184,0.001900,60.03,69.04,24.00,0.00
185,0.003400,59.94,68.90,24.10,0.00
186,0.002700,59.84,68.89,23.65,0.00
187,0.002500,60.21,69.38,23.55,0.00
188,0.002100,59.55,68.72,22.85,0.00
189,0.002500,59.81,68.86,23.60,0.00
190,0.001700,59.93,68.83,24.35,0.00
191,0.001900,59.76,69.04,22.65,0.00
192,0.001400,60.00,69.01,23.95,0.00
193,0.001800,59.55,68.90,22.15,0.00
194,0.001800,59.89,69.09,23.10,0.00
195,0.002400,59.75,68.90,23.15,0.00
196,0.001800,60.02,69.03,24.00,0.00
197,0.001600,59.82,68.99,23.15,0.00
198,0.002100,60.12,69.20,23.80,0.00
199,0.001700,60.04,68.85,24.80,0.00
200,0.001700,59.56,68.75,22.80,0.00
