epoch,loss,val_acc,head_acc,med_acc,tail_acc
1,1.250800,27.90,34.88,0.00,0.00
2,1.011100,27.35,34.19,0.00,0.00
3,0.941300,32.40,40.50,0.00,0.00
4,0.847900,35.99,44.99,0.00,0.00
5,0.813900,34.78,43.42,0.20,0.00
6,0.768300,39.14,48.92,0.00,0.00
7,0.737600,37.32,46.64,0.05,0.00
8,0.711900,41.83,52.29,0.00,0.00
9,0.687000,39.13,48.91,0.00,0.00
10,0.658400,38.20,47.75,0.00,0.00
11,0.630300,42.70,53.36,0.05,0.00
12,0.618800,47.37,59.21,0.00,0.00
13,0.593700,40.88,50.89,0.85,0.00
14,0.577100,45.24,56.30,1.00,0.00
15,0.552100,45.98,56.51,3.85,0.00
16,0.531700,48.74,60.33,2.40,0.00
17,0.521200,44.30,54.96,1.65,0.00
18,0.515100,48.51,60.17,1.85,0.00
19,0.494700,45.68,56.61,1.95,0.00
20,0.480500,49.67,59.58,10.05,0.00
21,0.474700,53.22,64.36,8.65,0.00
22,0.455000,52.42,62.12,13.60,0.00
23,0.454000,50.46,60.51,10.25,0.00
24,0.425000,51.79,63.59,4.60,0.00
25,0.422700,50.70,60.01,13.45,0.00
26,0.416200,54.78,63.01,21.85,0.00
27,0.403300,52.15,63.19,8.00,0.00
28,0.404000,54.19,64.19,14.20,0.00
29,0.387600,52.82,63.00,12.10,0.00
30,0.374300,53.11,62.10,17.15,0.00
31,0.373000,54.29,63.74,16.50,0.00
32,0.364600,52.82,63.62,9.60,0.00
33,0.353500,52.84,62.10,15.80,0.00
34,0.342300,54.63,63.50,19.15,0.00
35,0.336500,54.17,64.80,11.65,0.00
36,0.325100,55.11,63.36,22.10,0.00
37,0.318400,58.24,66.45,25.40,0.00
38,0.308300,55.14,65.01,15.65,0.00
39,0.305000,57.10,65.84,22.15,0.00
40,0.289600,57.82,67.62,18.60,0.00
41,0.286500,54.40,63.23,19.10,0.00
42,0.278600,56.91,67.28,15.45,0.00
43,0.277100,59.89,67.92,27.75,0.00
44,0.266400,60.59,67.90,31.35,0.00
45,0.268300,55.78,65.38,17.40,0.00
46,0.255600,58.52,67.61,22.15,0.00
47,0.253300,58.65,68.96,17.40,0.00
48,0.254600,56.70,65.88,20.00,0.00
49,0.236500,59.01,67.84,23.70,0.00
50,0.231500,56.18,64.42,23.20,0.00
51,0.237400,55.60,63.89,22.45,0.00
52,0.213400,58.29,68.25,18.45,0.00
53,0.219000,56.01,64.16,23.40,0.00
54,0.215100,56.13,66.71,13.80,0.00
55,0.217900,56.71,66.88,16.05,0.00
56,0.199100,58.68,67.61,22.95,0.00
57,0.199000,60.14,66.64,34.15,0.00
