epoch,loss,val_acc,head_acc,med_acc,tail_acc
1,1.355300,23.13,28.91,0.00,0.00
2,1.114100,26.44,33.05,0.00,0.00
3,0.984000,29.99,37.49,0.00,0.00
4,0.909100,31.71,39.64,0.00,0.00
5,0.845300,35.92,44.90,0.00,0.00
6,0.801000,36.07,45.09,0.00,0.00
7,0.756200,35.91,44.89,0.00,0.00
8,0.724000,40.69,50.86,0.00,0.00
9,0.690000,42.97,53.71,0.00,0.00
10,0.676000,36.51,45.64,0.00,0.00
11,0.647200,40.24,50.30,0.00,0.00
12,0.624400,44.68,55.38,1.90,0.00
13,0.610100,43.77,54.65,0.25,0.00
14,0.582100,43.14,53.74,0.75,0.00
15,0.578100,49.47,60.27,6.25,0.00
16,0.560100,45.62,56.31,2.85,0.00
17,0.542500,47.78,59.00,2.90,0.00
18,0.531100,47.75,58.98,2.85,0.00
19,0.523700,49.40,61.20,2.20,0.00
20,0.507400,46.75,57.84,2.40,0.00
21,0.505300,52.43,62.01,14.10,0.00
22,0.493800,48.64,58.90,7.60,0.00
23,0.488400,50.32,59.79,12.45,0.00
24,0.482600,51.21,62.20,7.25,0.00
25,0.468500,50.03,60.19,9.40,0.00
26,0.470000,50.59,61.70,6.15,0.00
27,0.449300,53.20,62.67,15.30,0.00
28,0.440900,54.64,66.96,5.35,0.00
29,0.434500,46.29,54.95,11.65,0.00
30,0.431800,53.76,62.15,20.20,0.00
31,0.427600,53.95,65.38,8.25,0.00
32,0.420000,53.58,63.21,15.05,0.00
33,0.422500,50.58,57.71,22.05,0.00
34,0.410100,49.61,57.86,16.60,0.00
35,0.408000,47.82,56.49,13.15,0.00
36,0.401300,50.47,60.75,9.35,0.00
37,0.384700,49.62,55.49,26.15,0.00
38,0.386300,55.83,66.89,11.60,0.00
39,0.374100,52.57,60.44,21.10,0.00
40,0.384900,51.64,62.21,9.35,0.00
41,0.379800,53.14,62.88,14.20,0.00
42,0.363800,54.74,63.84,18.35,0.00
43,0.368000,54.61,63.92,17.35,0.00
44,0.361200,52.93,62.75,13.65,0.00
45,0.365200,56.59,65.84,19.60,0.00
46,0.366300,56.40,65.95,18.20,0.00
47,0.351400,52.21,62.86,9.60,0.00
48,0.352300,52.99,61.81,17.70,0.00
49,0.343700,58.34,68.79,16.55,0.00
50,0.346200,54.39,62.38,22.45,0.00
51,0.350700,53.10,61.67,18.80,0.00
52,0.341200,52.22,61.86,13.65,0.00
53,0.323000,50.89,61.45,8.65,0.00
54,0.332300,55.66,64.46,20.45,0.00
55,0.326800,44.30,54.29,4.35,0.00
56,0.317800,60.92,69.42,26.90,0.00
57,0.319500,56.48,63.35,29.00,0.00
58,0.320300,53.68,63.45,14.60,0.00
59,0.305800,59.54,67.71,26.85,0.00
60,0.311000,59.52,65.56,35.35,0.00
61,0.304400,51.67,62.29,9.20,0.00
62,0.301700,57.83,67.08,20.85,0.00
63,0.296500,53.71,65.26,7.50,0.00
64,0.293600,53.32,63.11,14.15,0.00
65,0.299300,54.47,65.69,9.60,0.00
66,0.280500,57.47,66.97,19.45,0.00
67,0.292600,62.92,69.45,36.80,0.00
68,0.274400,58.52,66.58,26.30,0.00
69,0.286700,56.16,66.26,15.75,0.00
70,0.276500,52.78,61.88,16.40,0.00
71,0.278400,58.39,65.05,31.75,0.00
72,0.271300,58.63,68.25,20.15,0.00
73,0.260800,56.58,69.10,6.50,0.00
74,0.269900,58.43,67.62,21.65,0.00
75,0.256300,61.56,68.79,32.65,0.00
76,0.262300,55.99,62.59,29.60,0.00
77,0.249200,56.45,65.40,20.65,0.00
78,0.260700,62.80,69.49,36.05,0.00
79,0.243300,57.64,67.99,16.25,0.00
80,0.234700,56.13,61.49,34.70,0.00
81,0.240200,61.16,69.25,28.80,0.00
82,0.237400,56.59,66.05,18.75,0.00
83,0.243900,60.68,66.16,38.75,0.00
84,0.230100,59.21,68.42,22.35,0.00
85,0.232100,56.40,65.65,19.40,0.00
86,0.219100,60.11,68.96,24.70,0.00
87,0.219800,57.16,67.44,16.05,0.00
88,0.227500,58.17,68.19,18.10,0.00
89,0.202800,61.16,70.88,22.30,0.00
90,0.205200,57.63,68.15,15.55,0.00
91,0.215100,61.14,67.86,34.25,0.00
92,0.212600,56.62,68.05,10.90,0.00
93,0.196900,57.71,67.92,16.85,0.00
94,0.198800,58.02,62.01,42.05,0.00
95,0.199000,57.40,66.58,20.70,0.00
96,0.194900,60.02,70.01,20.05,0.00
97,0.198000,56.74,65.96,19.85,0.00
98,0.186600,57.00,66.64,18.45,0.00
99,0.191100,60.94,69.94,24.95,0.00
100,0.179100,58.79,66.22,29.05,0.00
101,0.172400,56.64,67.71,12.35,0.00
102,0.172600,59.84,66.51,33.15,0.00
103,0.172200,57.21,67.17,17.35,0.00
104,0.167100,62.18,68.21,38.05,0.00
105,0.166800,57.88,67.51,19.35,0.00
106,0.165900,58.97,68.24,21.90,0.00
107,0.164400,57.60,66.36,22.55,0.00
108,0.145000,58.71,68.35,20.15,0.00
109,0.144800,58.38,65.83,28.60,0.00
110,0.145000,58.96,68.89,19.25,0.00
111,0.159400,57.53,66.86,20.20,0.00
112,0.145100,58.71,68.28,20.45,0.00
113,0.143100,61.39,69.90,27.35,0.00
114,0.132000,58.23,67.45,21.35,0.00
115,0.137500,61.73,69.70,29.85,0.00
116,0.133400,58.61,65.66,30.40,0.00
117,0.131400,59.59,69.50,19.95,0.00
118,0.132000,60.67,69.85,23.95,0.00
119,0.115700,60.74,68.55,29.50,0.00
120,0.117800,61.08,71.61,18.95,0.00
121,0.116000,60.00,68.91,24.35,0.00
122,0.111700,60.50,67.39,32.95,0.00
123,0.105000,60.43,69.10,25.75,0.00
124,0.102800,56.07,65.97,16.45,0.00
125,0.110000,60.31,70.50,19.55,0.00
126,0.105500,62.31,70.70,28.75,0.00
127,0.098700,60.21,68.59,26.70,0.00
128,0.096700,60.27,69.39,23.80,0.00
129,0.094200,59.90,69.00,23.50,0.00
130,0.093000,59.47,69.92,17.65,0.00
131,0.086600,60.52,65.96,38.75,0.00
132,0.085600,59.58,69.54,19.75,0.00
133,0.088000,59.74,68.70,23.90,0.00
134,0.075500,59.77,68.42,25.15,0.00
135,0.073200,58.31,65.61,29.10,0.00
136,0.072600,59.40,68.28,23.90,0.00
137,0.069600,58.69,68.58,19.15,0.00
138,0.067900,59.53,69.41,20.00,0.00
139,0.068900,59.18,68.65,21.30,0.00
140,0.068000,58.75,68.46,19.90,0.00
141,0.060500,61.50,69.39,29.95,0.00
142,0.063500,62.21,71.58,24.75,0.00
143,0.055900,59.49,70.60,15.05,0.00
144,0.051900,59.39,68.08,24.65,0.00
145,0.059600,61.21,69.65,27.45,0.00
146,0.052300,57.50,66.91,19.85,0.00
147,0.049600,61.59,69.61,29.50,0.00
148,0.046500,61.14,70.33,24.40,0.00
149,0.043200,63.82,71.46,33.25,0.00
150,0.045400,60.78,69.58,25.60,0.00
151,0.043100,63.29,71.30,31.25,0.00
152,0.035400,59.74,68.70,23.90,0.00
153,0.031800,61.73,70.69,25.90,0.00
154,0.036000,59.96,69.34,22.45,0.00
155,0.035700,61.21,70.41,24.40,0.00
156,0.031700,59.55,68.95,21.95,0.00
157,0.030900,59.52,68.75,22.60,0.00
158,0.029400,60.54,69.25,25.70,0.00
159,0.024300,61.12,71.39,20.05,0.00
160,0.027900,61.19,70.03,25.85,0.00
161,0.020200,59.99,70.45,18.15,0.00
162,0.024500,61.24,69.85,26.80,0.00
163,0.019900,60.81,70.28,22.95,0.00
164,0.019200,60.75,70.56,21.50,0.00
165,0.016400,60.62,70.83,19.80,0.00
166,0.012400,61.89,71.38,23.95,0.00
167,0.013600,61.99,70.50,27.95,0.00
168,0.013800,61.73,71.16,24.00,0.00
169,0.015200,61.48,71.30,22.20,0.00
170,0.011900,61.45,71.04,23.10,0.00
171,0.011300,63.21,72.94,24.30,0.00
172,0.011500,60.94,70.70,21.90,0.00
173,0.007200,62.49,72.08,24.15,0.00
174,0.009300,61.49,71.80,20.25,0.00
175,0.006800,61.21,70.86,22.60,0.00
176,0.006600,62.18,71.21,26.05,0.00
177,0.007700,61.64,71.59,21.85,0.00
178,0.006000,61.94,71.41,24.05,0.00
179,0.005200,61.02,70.81,21.85,0.00
180,0.006000,60.41,70.64,19.50,0.00
181,0.005000,61.92,71.51,23.55,0.00
182,0.004900,61.74,71.10,24.30,0.00
183,0.005400,61.94,71.25,24.70,0.00
184,0.004300,61.93,71.30,24.45,0.00
185,0.004200,60.98,71.29,19.75,0.00
186,0.003700,61.29,71.26,21.40,0.00
187,0.003600,61.94,71.85,22.30,0.00
