epoch,loss,val_acc,head_acc,med_acc,tail_acc
162,0.019200,62.87,72.44,24.60,0.00
163,0.018900,63.96,73.97,23.90,0.00
164,0.015200,62.11,72.64,20.00,0.00
165,0.017500,64.52,72.76,31.55,0.00
166,0.016500,61.95,70.97,25.85,0.00
167,0.011200,64.62,74.08,26.80,0.00
168,0.009400,64.16,73.70,26.00,0.00
169,0.007400,63.46,71.20,32.50,0.00
170,0.009300,64.90,73.15,31.90,0.00
171,0.006300,65.26,73.10,33.90,0.00
172,0.008600,64.89,73.80,29.25,0.00
173,0.004200,64.77,73.56,29.60,0.00
174,0.004700,64.72,73.74,28.65,0.00
175,0.005400,64.73,73.28,30.55,0.00
176,0.005400,65.07,73.84,30.00,0.00
177,0.005400,66.17,73.84,35.50,0.00
178,0.004200,64.48,73.40,28.80,0.00
179,0.003700,64.79,73.58,29.65,0.00
180,0.004600,65.06,73.34,31.95,0.00
181,0.003700,65.72,74.09,32.25,0.00
182,0.002900,65.37,74.41,29.20,0.00
183,0.004000,65.16,73.84,30.45,0.00
184,0.002100,64.79,73.81,28.70,0.00
185,0.003300,64.51,73.35,29.15,0.00
186,0.003100,64.17,73.11,28.40,0.00
187,0.003200,64.98,73.79,29.75,0.00
188,0.002500,65.08,73.89,29.85,0.00
189,0.004500,64.68,73.25,30.40,0.00
190,0.002300,64.11,72.99,28.60,0.00
191,0.001700,65.13,73.38,32.15,0.00
192,0.002100,64.36,73.24,28.85,0.00
193,0.002000,64.38,73.31,28.65,0.00
194,0.001900,65.14,73.79,30.55,0.00
195,0.002200,64.80,73.65,29.40,0.00
196,0.002100,64.99,73.64,30.40,0.00
197,0.001600,64.15,72.95,28.95,0.00
198,0.001900,64.96,73.67,30.10,0.00
199,0.001900,64.41,73.45,28.25,0.00
200,0.002500,65.02,73.44,31.35,0.00
