epoch,loss,val_acc,head_acc,med_acc,tail_acc
1,2.821600,9.52,10.71,4.75,0.00
2,1.877300,9.91,12.39,0.00,0.00
3,1.750300,10.26,12.82,0.00,0.00
4,1.702500,11.89,14.86,0.00,0.00
5,1.607500,17.74,22.18,0.00,0.00
6,1.571600,15.74,19.68,0.00,0.00
7,1.322800,25.02,31.27,0.00,0.00
8,1.291700,24.68,30.85,0.00,0.00
9,1.175400,24.71,30.89,0.00,0.00
10,1.070100,28.80,36.00,0.00,0.00
11,1.050100,30.28,37.85,0.00,0.00
12,1.006000,28.54,35.67,0.00,0.00
13,0.902900,33.27,41.59,0.00,0.00
14,0.841200,33.37,41.71,0.00,0.00
15,0.791400,35.30,44.12,0.00,0.00
16,0.720200,35.40,44.25,0.00,0.00
17,0.713500,39.83,49.79,0.00,0.00
18,0.675400,40.22,50.27,0.00,0.00
19,0.652600,39.59,49.49,0.00,0.00
20,0.626500,44.56,55.70,0.00,0.00
21,0.612000,43.60,54.50,0.00,0.00
22,0.593800,43.73,54.66,0.00,0.00
23,0.597500,41.18,51.44,0.15,0.00
24,0.588000,44.90,56.12,0.00,0.00
25,0.556100,46.08,57.38,0.90,0.00
26,0.550900,44.54,54.48,4.80,0.00
27,0.548000,44.50,55.16,1.85,0.00
28,0.526900,48.44,60.49,0.25,0.00
29,0.519600,48.36,60.44,0.05,0.00
30,0.539400,49.08,60.23,4.50,0.00
31,0.484800,45.52,54.96,7.75,0.00
32,0.492400,48.68,59.46,5.55,0.00
33,0.480200,45.59,56.44,2.20,0.00
34,0.478300,43.22,53.96,0.25,0.00
35,0.467300,48.18,57.48,11.00,0.00
36,0.455500,49.04,59.39,7.65,0.00
37,0.455900,44.14,53.91,5.05,0.00
38,0.441000,51.68,62.58,8.10,0.00
39,0.427900,48.89,59.79,5.30,0.00
40,0.431900,54.55,64.16,16.10,0.00
41,0.416800,48.74,59.21,6.85,0.00
42,0.418000,51.47,61.29,12.20,0.00
43,0.414000,54.23,64.41,13.50,0.00
44,0.413200,48.94,59.34,7.35,0.00
45,0.402700,51.17,59.39,18.30,0.00
46,0.408400,55.84,64.14,22.65,0.00
47,0.396300,58.60,64.91,33.35,0.00
48,0.395900,54.24,64.11,14.75,0.00
49,0.396100,53.79,64.88,9.45,0.00
50,0.387300,53.21,62.27,16.95,0.00
51,0.386000,50.30,60.73,8.60,0.00
52,0.366200,53.65,64.09,11.90,0.00
53,0.378500,53.47,63.17,14.65,0.00
54,0.372300,55.15,64.16,19.10,0.00
55,0.374600,55.10,66.28,10.40,0.00
56,0.364700,53.45,62.59,16.90,0.00
57,0.355500,55.28,64.72,17.50,0.00
58,0.362600,56.96,63.52,30.70,0.00
59,0.345600,51.47,59.86,17.90,0.00
60,0.345900,58.95,68.55,20.55,0.00
61,0.340700,53.81,64.20,12.25,0.00
62,0.347900,55.96,66.44,14.05,0.00
63,0.334000,53.35,62.40,17.15,0.00
64,0.339800,57.21,63.90,30.45,0.00
65,0.338600,53.08,62.17,16.70,0.00
66,0.326500,57.93,68.09,17.30,0.00
67,0.318700,54.32,61.96,23.75,0.00
68,0.325600,59.59,68.01,25.90,0.00
69,0.319200,55.23,66.44,10.40,0.00
70,0.314100,56.24,63.62,26.70,0.00
71,0.310900,59.18,68.50,21.90,0.00
72,0.301600,57.48,67.34,18.05,0.00
73,0.307500,56.22,63.96,25.25,0.00
74,0.293500,55.08,63.05,23.20,0.00
75,0.290700,52.46,61.06,18.05,0.00
76,0.283300,52.56,62.41,13.15,0.00
77,0.300100,51.92,62.73,8.70,0.00
78,0.286700,57.81,67.00,21.05,0.00
79,0.282600,57.39,66.47,21.05,0.00
80,0.283800,55.49,62.36,28.00,0.00
81,0.269000,58.54,68.16,20.05,0.00
82,0.275800,51.30,61.24,11.55,0.00
83,0.265400,56.38,66.90,14.30,0.00
84,0.267000,56.57,65.64,20.30,0.00
85,0.265900,57.91,68.49,15.60,0.00
86,0.246100,56.34,65.66,19.05,0.00
87,0.265000,62.38,71.81,24.65,0.00
88,0.242600,58.67,67.45,23.55,0.00
89,0.258300,60.69,66.78,36.35,0.00
90,0.243100,58.20,64.11,34.55,0.00
91,0.238800,59.84,66.81,31.95,0.00
92,0.226600,56.44,64.56,23.95,0.00
93,0.228300,59.00,67.69,24.25,0.00
94,0.227700,60.87,70.03,24.25,0.00
95,0.226900,60.28,66.44,35.65,0.00
96,0.222100,58.89,67.03,26.35,0.00
97,0.216400,58.49,65.58,30.15,0.00
98,0.213400,61.20,68.80,30.80,0.00
99,0.202100,58.34,66.35,26.30,0.00
100,0.202000,60.38,69.97,22.00,0.00
101,0.206900,63.42,69.47,39.20,0.00
102,0.198900,61.90,68.11,37.05,0.00
103,0.186700,58.99,68.60,20.55,0.00
104,0.192300,58.00,65.42,28.30,0.00
105,0.175100,59.55,69.65,19.15,0.00
106,0.175800,63.20,71.62,29.50,0.00
107,0.176900,60.30,66.71,34.65,0.00
108,0.175600,56.86,66.01,20.25,0.00
109,0.167900,64.05,72.47,30.35,0.00
110,0.169400,57.69,66.05,24.25,0.00
111,0.151200,55.92,65.39,18.05,0.00
112,0.169000,59.70,68.47,24.60,0.00
113,0.153900,60.73,70.92,19.95,0.00
114,0.146100,59.38,68.35,23.50,0.00
115,0.145300,59.58,68.51,23.85,0.00
116,0.143400,59.78,65.83,35.60,0.00
117,0.139400,60.64,70.70,20.40,0.00
118,0.130400,57.40,66.38,21.50,0.00
119,0.134300,58.94,66.80,27.50,0.00
120,0.128700,59.50,66.36,32.05,0.00
121,0.123400,59.92,68.76,24.55,0.00
122,0.115500,60.02,66.19,35.35,0.00
123,0.121700,57.19,66.44,20.20,0.00
124,0.117800,60.45,69.08,25.95,0.00
125,0.109700,60.87,69.83,25.05,0.00
126,0.104000,58.98,65.89,31.35,0.00
127,0.110600,62.64,69.85,33.80,0.00
128,0.104300,59.68,66.90,30.80,0.00
129,0.101300,62.25,68.04,39.10,0.00
130,0.096600,56.75,65.95,19.95,0.00
131,0.097500,62.15,71.25,25.75,0.00
132,0.088800,60.52,69.11,26.15,0.00
133,0.086300,62.58,71.95,25.10,0.00
134,0.088200,61.07,68.62,30.85,0.00
135,0.086100,62.54,70.19,31.95,0.00
136,0.080100,62.02,69.74,31.15,0.00
137,0.071100,61.73,68.76,33.60,0.00
138,0.072100,60.11,68.09,28.20,0.00
139,0.077500,60.97,71.50,18.85,0.00
140,0.065600,61.78,68.97,33.00,0.00
141,0.062600,59.96,69.11,23.35,0.00
142,0.061900,61.22,69.91,26.45,0.00
143,0.067800,61.91,71.90,21.95,0.00
144,0.056700,59.94,67.19,30.95,0.00
145,0.050700,60.09,67.24,31.50,0.00
146,0.055000,59.17,68.94,20.10,0.00
147,0.053700,62.21,71.38,25.55,0.00
148,0.048800,60.27,70.60,18.95,0.00
149,0.043800,62.69,70.53,31.35,0.00
150,0.047500,62.36,69.46,33.95,0.00
151,0.037200,60.52,70.39,21.05,0.00
152,0.036500,61.22,70.38,24.60,0.00
153,0.039400,61.82,72.00,21.10,0.00
154,0.036800,62.38,70.22,31.00,0.00
155,0.034800,63.92,73.64,25.05,0.00
156,0.029300,63.85,71.76,32.20,0.00
157,0.027400,62.79,71.78,26.85,0.00
158,0.026600,61.97,71.31,24.60,0.00
159,0.028000,63.06,71.51,29.25,0.00
160,0.019300,62.78,73.47,20.00,0.00
161,0.023700,60.32,70.70,18.80,0.00
