epoch,loss,val_acc,head_acc,med_acc,tail_acc
103,0.072100,57.32,66.38,21.10,0.00
104,0.076300,56.26,65.99,17.35,0.00
105,0.067800,59.56,68.06,25.55,0.00
106,0.065200,58.38,67.14,23.35,0.00
107,0.069700,58.07,68.25,17.35,0.00
108,0.065400,60.96,68.51,30.75,0.00
109,0.069600,58.63,68.19,20.40,0.00
110,0.062400,59.39,67.28,27.85,0.00
111,0.067000,58.39,67.85,20.55,0.00
112,0.055600,58.09,67.56,20.20,0.00
113,0.060900,59.83,68.62,24.65,0.00
114,0.053300,59.31,67.91,24.90,0.00
115,0.055500,59.05,67.11,26.80,0.00
116,0.058000,61.25,69.04,30.10,0.00
117,0.050000,59.52,67.58,27.30,0.00
118,0.042700,59.79,68.69,24.20,0.00
119,0.050500,60.06,68.58,26.00,0.00
120,0.046700,59.77,68.39,25.30,0.00
121,0.046300,60.75,69.44,26.00,0.00
122,0.046100,57.97,67.41,20.20,0.00
123,0.045200,58.18,68.40,17.30,0.00
124,0.038700,57.30,67.53,16.40,0.00
125,0.035600,58.36,67.16,23.15,0.00
126,0.043700,58.70,67.17,24.80,0.00
127,0.036700,59.76,69.09,22.45,0.00
128,0.033500,58.87,68.51,20.30,0.00
129,0.033400,58.78,68.41,20.25,0.00
130,0.031900,59.72,69.04,22.45,0.00
131,0.036500,58.41,67.65,21.45,0.00
132,0.027500,58.67,68.06,21.10,0.00
133,0.027800,58.57,68.78,17.75,0.00
134,0.031400,58.83,66.97,26.25,0.00
135,0.026500,59.91,69.25,22.55,0.00
136,0.028100,59.66,69.29,21.15,0.00
137,0.027200,59.14,69.17,19.00,0.00
138,0.025900,59.01,68.58,20.75,0.00
139,0.023600,59.24,69.35,18.80,0.00
140,0.020700,59.71,69.21,21.70,0.00
141,0.024700,58.31,68.58,17.25,0.00
142,0.021300,59.96,68.79,24.65,0.00
143,0.023100,59.08,68.65,20.80,0.00
144,0.019500,59.28,68.53,22.30,0.00
145,0.019100,60.00,69.46,22.15,0.00
146,0.018800,60.14,68.95,24.90,0.00
147,0.019700,59.83,68.71,24.30,0.00
148,0.019400,60.20,69.04,24.85,0.00
149,0.014200,60.04,69.34,22.85,0.00
150,0.016700,58.53,67.91,21.00,0.00
151,0.014200,59.59,68.60,23.55,0.00
152,0.013700,59.73,69.01,22.60,0.00
153,0.012100,60.02,69.54,21.95,0.00
154,0.012600,59.84,68.34,25.85,0.00
155,0.011000,59.46,68.80,22.10,0.00
156,0.008400,59.62,69.36,20.65,0.00
157,0.010000,60.07,69.35,22.95,0.00
158,0.010400,59.26,68.76,21.25,0.00
159,0.009100,59.22,68.99,20.15,0.00
160,0.009900,60.08,69.91,20.75,0.00
161,0.009100,60.06,69.35,22.90,0.00
162,0.009500,60.08,69.26,23.35,0.00
163,0.009500,59.08,67.88,23.90,0.00
164,0.006800,59.61,68.80,22.85,0.00
165,0.008900,60.24,69.50,23.20,0.00
166,0.006400,59.99,69.19,23.20,0.00
167,0.007800,59.37,68.41,23.20,0.00
168,0.006700,59.77,68.92,23.15,0.00
169,0.006700,59.54,68.81,22.45,0.00
170,0.005900,59.74,69.47,20.80,0.00
171,0.006000,59.82,68.97,23.20,0.00
172,0.006000,59.52,68.71,22.75,0.00
173,0.004700,59.67,68.75,23.35,0.00
174,0.005700,59.88,69.31,22.15,0.00
175,0.005200,59.97,69.16,23.20,0.00
176,0.005500,59.21,68.54,21.90,0.00
177,0.004600,59.48,68.88,21.90,0.00
178,0.005800,59.89,69.24,22.50,0.00
179,0.002800,60.29,69.74,22.50,0.00
180,0.003900,59.10,68.96,19.65,0.00
181,0.005000,59.75,69.06,22.50,0.00
182,0.004100,59.63,69.21,21.30,0.00
183,0.004900,59.53,68.76,22.60,0.00
184,0.004300,60.05,69.20,23.45,0.00
185,0.003800,59.74,69.21,21.85,0.00
186,0.002700,59.96,69.09,23.45,0.00
187,0.003700,60.26,69.58,23.00,0.00
188,0.003600,59.27,68.34,23.00,0.00
189,0.002700,60.04,69.25,23.20,0.00
190,0.002700,59.86,69.08,23.00,0.00
191,0.002200,59.65,68.79,23.10,0.00
192,0.003100,60.02,68.95,24.30,0.00
193,0.002400,59.38,68.66,22.25,0.00
194,0.002600,59.35,68.50,22.75,0.00
195,0.004000,59.46,68.62,22.80,0.00
196,0.002500,60.03,69.25,23.15,0.00
197,0.003000,59.89,68.99,23.50,0.00
198,0.004300,60.05,69.24,23.30,0.00
199,0.003200,59.75,68.61,24.30,0.00
200,0.002600,59.62,68.90,22.50,0.00
