epoch,loss,val_acc,head_acc,med_acc,tail_acc
1,1.463000,21.04,26.30,0.00,0.00
2,1.104200,24.04,30.05,0.00,0.00
3,1.002200,28.27,35.34,0.00,0.00
4,0.933700,28.22,35.27,0.00,0.00
5,0.898100,28.80,36.00,0.00,0.00
6,0.845600,32.66,40.83,0.00,0.00
7,0.804600,35.34,44.17,0.00,0.00
8,0.767100,32.77,40.96,0.00,0.00
9,0.732400,38.34,47.92,0.00,0.00
10,0.720700,38.46,48.08,0.00,0.00
11,0.683900,40.46,50.58,0.00,0.00
12,0.656400,43.11,53.89,0.00,0.00
13,0.631600,45.33,56.66,0.00,0.00
14,0.614600,45.76,57.20,0.00,0.00
15,0.603800,39.79,49.74,0.00,0.00
16,0.578000,44.32,55.40,0.00,0.00
17,0.562200,43.54,54.35,0.30,0.00
18,0.552500,45.93,57.36,0.20,0.00
19,0.534400,49.44,61.60,0.80,0.00
20,0.520500,46.13,57.62,0.15,0.00
21,0.509600,48.98,60.64,2.35,0.00
22,0.497200,45.86,55.52,7.20,0.00
23,0.487400,49.14,59.52,7.60,0.00
24,0.477500,48.74,58.86,8.25,0.00
25,0.461100,48.96,59.34,7.45,0.00
26,0.455500,51.39,60.71,14.10,0.00
27,0.439800,52.52,64.38,5.10,0.00
28,0.431500,53.27,64.80,7.15,0.00
29,0.420200,48.00,57.89,8.45,0.00
30,0.409900,53.71,63.88,13.05,0.00
31,0.401800,52.88,63.62,9.90,0.00
32,0.392500,55.08,63.95,19.60,0.00
33,0.386700,51.88,61.41,13.75,0.00
34,0.364100,53.26,63.59,11.95,0.00
35,0.369300,52.62,61.41,17.45,0.00
36,0.354400,52.15,61.96,12.90,0.00
37,0.345900,51.59,60.39,16.40,0.00
38,0.342900,57.07,66.65,18.75,0.00
39,0.333200,55.13,65.19,14.90,0.00
40,0.333800,54.27,64.50,13.35,0.00
41,0.325100,55.28,65.65,13.80,0.00
42,0.312500,57.94,64.60,31.30,0.00
43,0.306500,53.27,62.45,16.55,0.00
44,0.289800,57.64,66.38,22.70,0.00
45,0.291800,57.44,66.76,20.15,0.00
46,0.288400,56.24,64.79,22.05,0.00
47,0.282100,55.10,64.10,19.10,0.00
48,0.276200,57.12,66.95,17.80,0.00
49,0.263900,56.53,64.45,24.85,0.00
50,0.260200,60.11,67.66,29.90,0.00
51,0.250600,58.51,66.97,24.65,0.00
52,0.247900,57.80,65.97,25.10,0.00
53,0.240200,55.80,66.61,12.55,0.00
54,0.236800,56.40,65.60,19.60,0.00
55,0.232000,55.04,63.31,21.95,0.00
56,0.224700,57.27,64.84,27.00,0.00
57,0.225500,57.64,66.38,22.70,0.00
58,0.216400,56.02,63.65,25.50,0.00
59,0.206400,56.14,63.92,25.00,0.00
60,0.215600,57.45,66.81,20.00,0.00
61,0.206500,54.99,64.40,17.35,0.00
62,0.201700,56.53,63.38,29.15,0.00
63,0.196700,58.51,68.25,19.55,0.00
64,0.186500,56.78,66.39,18.35,0.00
65,0.194300,59.47,67.71,26.50,0.00
66,0.183200,58.35,66.36,26.30,0.00
67,0.179500,60.49,68.19,29.70,0.00
68,0.171900,56.99,65.11,24.50,0.00
69,0.167800,58.86,65.84,30.95,0.00
70,0.164000,58.21,66.41,25.40,0.00
71,0.164500,57.65,65.81,25.00,0.00
72,0.168500,60.29,67.53,31.35,0.00
73,0.152400,56.42,66.69,15.35,0.00
74,0.149000,59.87,68.05,27.15,0.00
75,0.150100,56.96,67.80,13.60,0.00
76,0.143600,58.74,66.38,28.20,0.00
77,0.139400,59.71,68.24,25.60,0.00
78,0.145600,57.43,67.36,17.70,0.00
79,0.133700,61.46,69.08,31.00,0.00
80,0.133000,58.34,66.39,26.15,0.00
81,0.119400,57.74,65.74,25.75,0.00
82,0.124700,58.63,66.99,25.20,0.00
83,0.126300,58.35,66.01,27.70,0.00
84,0.115000,59.63,67.56,27.90,0.00
85,0.115500,58.85,67.72,23.35,0.00
86,0.109800,54.91,64.80,15.35,0.00
87,0.110500,58.35,68.75,16.75,0.00
88,0.105400,59.40,67.49,27.05,0.00
89,0.107900,59.61,68.49,24.10,0.00
90,0.102000,60.06,67.90,28.70,0.00
91,0.101100,60.72,67.46,33.75,0.00
92,0.102300,57.98,66.34,24.55,0.00
93,0.095200,58.83,67.39,24.60,0.00
94,0.094800,59.46,67.60,26.90,0.00
95,0.093300,58.15,65.34,29.40,0.00
96,0.086300,60.77,68.81,28.60,0.00
97,0.088900,56.77,65.71,21.00,0.00
98,0.087500,58.70,68.62,19.00,0.00
99,0.081400,59.18,67.36,26.45,0.00
100,0.083000,58.88,67.39,24.85,0.00
101,0.075500,60.54,69.34,25.35,0.00
102,0.074200,60.07,68.76,25.30,0.00
