epoch,loss,val_acc,head_acc,med_acc,tail_acc
1,2.166500,18.50,21.10,8.10,0.00
2,1.311900,28.93,36.16,0.00,0.00
3,1.037000,27.71,34.62,0.05,0.00
4,0.962800,31.34,39.17,0.00,0.00
5,0.899300,35.64,44.55,0.00,0.00
6,0.873800,38.33,47.91,0.00,0.00
7,0.790500,41.43,51.79,0.00,0.00
8,0.744500,38.57,48.20,0.05,0.00
9,0.711300,43.26,54.08,0.00,0.00
10,0.685100,41.62,52.02,0.00,0.00
11,0.636800,49.36,61.54,0.65,0.00
12,0.608500,47.23,59.00,0.15,0.00
13,0.585100,46.13,57.65,0.05,0.00
14,0.553300,48.74,60.81,0.45,0.00
15,0.542700,49.89,60.60,7.05,0.00
16,0.521900,48.66,60.33,2.00,0.00
17,0.511100,48.81,60.35,2.65,0.00
18,0.502100,51.98,63.77,4.80,0.00
19,0.479100,51.82,63.74,4.15,0.00
20,0.456200,51.46,63.44,3.55,0.00
21,0.456500,53.60,65.01,7.95,0.00
22,0.435800,54.29,64.88,11.95,0.00
23,0.417300,54.57,64.33,15.55,0.00
24,0.410500,54.45,65.22,11.35,0.00
25,0.395000,55.05,65.97,11.35,0.00
26,0.381500,56.78,67.34,14.55,0.00
27,0.363800,56.38,65.79,18.75,0.00
28,0.361300,55.38,66.46,11.05,0.00
29,0.339500,55.47,66.47,11.45,0.00
30,0.328000,58.15,67.51,20.70,0.00
31,0.324600,55.55,64.79,18.60,0.00
32,0.320600,54.02,64.58,11.80,0.00
33,0.304600,57.97,66.62,23.35,0.00
34,0.295400,56.96,66.14,20.25,0.00
35,0.292900,56.95,65.84,21.40,0.00
36,0.275600,57.79,66.59,22.60,0.00
37,0.263000,57.59,66.69,21.20,0.00
38,0.264000,57.52,65.69,24.85,0.00
39,0.245500,58.18,67.08,22.60,0.00
40,0.240300,56.30,67.00,13.50,0.00
41,0.234800,57.82,66.22,24.20,0.00
42,0.224200,57.23,67.42,16.45,0.00
43,0.213000,56.82,66.99,16.15,0.00
44,0.215500,60.37,68.66,27.20,0.00
45,0.205700,56.65,66.81,16.00,0.00
46,0.204300,59.28,67.39,26.85,0.00
47,0.194500,58.36,67.14,23.25,0.00
48,0.184300,56.19,64.41,23.30,0.00
49,0.179400,59.59,68.84,22.60,0.00
50,0.176600,58.04,66.64,23.65,0.00
51,0.163600,56.34,66.26,16.65,0.00
52,0.157000,57.98,67.89,18.35,0.00
53,0.161100,59.86,68.49,25.35,0.00
54,0.154700,58.15,68.45,16.95,0.00
55,0.152300,57.77,67.85,17.45,0.00
56,0.139500,59.30,67.14,27.95,0.00
57,0.138400,57.32,67.40,17.00,0.00
58,0.136200,57.74,67.20,19.90,0.00
59,0.128800,59.71,68.08,26.25,0.00
60,0.126300,58.22,67.59,20.75,0.00
61,0.125500,58.15,67.84,19.40,0.00
62,0.121800,58.15,68.64,16.20,0.00
63,0.114000,57.80,67.17,20.30,0.00
64,0.111200,58.64,66.55,27.00,0.00
65,0.106900,58.67,65.70,30.55,0.00
66,0.103800,61.17,68.80,30.65,0.00
67,0.100700,58.77,67.31,24.60,0.00
68,0.099400,59.86,68.71,24.45,0.00
69,0.092600,58.69,67.99,21.50,0.00
70,0.090800,58.40,67.12,23.50,0.00
71,0.099600,58.95,67.85,23.35,0.00
72,0.091100,58.21,67.20,22.25,0.00
73,0.079400,60.11,69.08,24.25,0.00
74,0.083300,59.97,69.53,21.75,0.00
75,0.077800,59.45,68.29,24.10,0.00
