epoch,loss,val_acc,head_acc,med_acc,tail_acc
76,0.079000,59.00,68.72,20.10,0.00
77,0.080200,57.90,67.10,21.10,0.00
78,0.075000,59.20,69.09,19.65,0.00
79,0.078800,58.28,67.76,20.35,0.00
80,0.069700,60.02,69.36,22.65,0.00
81,0.055700,58.36,68.45,18.00,0.00
82,0.070400,60.30,68.91,25.85,0.00
83,0.070300,58.66,67.42,23.60,0.00
84,0.064500,58.26,68.14,18.75,0.00
85,0.059100,58.47,68.76,17.30,0.00
86,0.063000,58.39,68.06,19.70,0.00
87,0.053000,58.38,66.83,24.60,0.00
88,0.053800,58.84,67.42,24.50,0.00
89,0.053300,57.07,66.85,17.95,0.00
90,0.051200,60.00,68.74,25.05,0.00
91,0.052900,56.93,67.38,15.15,0.00
92,0.049700,59.15,67.74,24.80,0.00
93,0.045600,59.64,68.24,25.25,0.00
94,0.046500,58.20,68.41,17.35,0.00
95,0.041000,59.11,67.90,23.95,0.00
96,0.035400,58.28,68.11,18.95,0.00
97,0.046800,58.82,68.81,18.85,0.00
98,0.048200,58.35,67.83,20.45,0.00
99,0.045000,60.29,69.61,23.00,0.00
100,0.042600,59.08,68.67,20.70,0.00
101,0.036300,59.30,67.83,25.20,0.00
102,0.034900,59.41,69.41,19.40,0.00
103,0.031700,60.07,68.99,24.40,0.00
104,0.032500,57.91,67.53,19.45,0.00
105,0.034900,58.59,68.19,20.20,0.00
106,0.032600,59.37,69.66,18.20,0.00
107,0.032000,58.60,68.34,19.65,0.00
108,0.028600,59.17,68.12,23.35,0.00
109,0.032500,59.10,68.85,20.10,0.00
110,0.027000,58.47,67.88,20.85,0.00
111,0.026100,58.75,68.47,19.85,0.00
112,0.029400,58.31,68.30,18.35,0.00
113,0.028100,57.80,67.72,18.10,0.00
114,0.021900,60.06,69.66,21.65,0.00
115,0.024300,58.35,67.40,22.15,0.00
116,0.020700,58.88,68.33,21.10,0.00
117,0.022900,58.72,68.84,18.25,0.00
118,0.022300,57.93,68.24,16.70,0.00
119,0.023400,59.86,69.62,20.80,0.00
120,0.021500,59.30,68.76,21.45,0.00
121,0.021800,59.48,69.47,19.50,0.00
122,0.022000,58.55,69.09,16.40,0.00
123,0.019500,59.78,69.81,19.65,0.00
124,0.017900,59.89,69.39,21.90,0.00
125,0.017900,59.46,68.55,23.10,0.00
126,0.018700,59.56,69.75,18.80,0.00
127,0.021000,58.12,67.81,19.35,0.00
128,0.015600,58.86,68.66,19.65,0.00
129,0.018200,58.49,68.53,18.35,0.00
130,0.010900,59.49,69.15,20.85,0.00
131,0.013200,60.53,69.59,24.30,0.00
132,0.012900,58.99,68.20,22.15,0.00
133,0.014500,58.40,68.70,17.20,0.00
134,0.011900,59.13,68.47,21.75,0.00
135,0.011500,58.58,68.60,18.50,0.00
136,0.009800,60.21,68.92,25.35,0.00
137,0.010200,59.46,69.38,19.80,0.00
138,0.008000,59.74,68.76,23.65,0.00
139,0.011700,59.71,69.15,21.95,0.00
140,0.008100,59.74,69.96,18.85,0.00
141,0.009900,58.25,68.41,17.60,0.00
142,0.008300,59.33,68.80,21.45,0.00
143,0.008900,58.29,68.80,16.25,0.00
144,0.008900,59.50,68.67,22.80,0.00
145,0.007800,59.46,69.09,20.95,0.00
146,0.007200,58.58,69.21,16.05,0.00
147,0.008500,58.19,68.91,15.30,0.00
148,0.008000,59.53,69.56,19.40,0.00
149,0.005600,59.72,69.25,21.60,0.00
150,0.006600,60.00,69.65,21.40,0.00
151,0.008000,59.50,69.66,18.85,0.00
152,0.006500,58.89,69.22,17.55,0.00
153,0.006700,59.05,69.54,17.10,0.00
154,0.004700,59.53,69.33,20.35,0.00
155,0.005100,60.21,69.97,21.15,0.00
156,0.005200,59.79,69.70,20.15,0.00
157,0.006700,60.23,69.74,22.20,0.00
158,0.005200,59.58,68.91,22.25,0.00
159,0.005200,60.19,69.53,22.85,0.00
160,0.004000,59.42,69.38,19.60,0.00
161,0.003200,59.21,69.09,19.70,0.00
162,0.006700,59.42,69.50,19.10,0.00
163,0.006000,60.55,70.44,21.00,0.00
164,0.004800,60.01,70.00,20.05,0.00
165,0.002700,59.81,69.74,20.10,0.00
166,0.003300,59.94,69.72,20.80,0.00
167,0.005700,60.41,70.12,21.55,0.00
168,0.003300,60.68,70.34,22.05,0.00
169,0.003700,60.51,70.08,22.25,0.00
170,0.004900,60.56,69.94,23.05,0.00
171,0.002400,60.50,70.12,22.00,0.00
172,0.003200,59.82,69.51,21.05,0.00
173,0.003800,59.95,69.76,20.70,0.00
174,0.002500,59.75,69.56,20.50,0.00
175,0.003300,59.89,69.60,21.05,0.00
176,0.002000,59.96,69.74,20.85,0.00
177,0.001300,59.85,69.51,21.20,0.00
178,0.002700,59.98,69.75,20.90,0.00
179,0.001400,60.34,69.91,22.05,0.00
180,0.002300,59.95,69.62,21.25,0.00
181,0.001800,60.11,69.94,20.80,0.00
182,0.002400,59.91,69.84,20.20,0.00
183,0.002800,60.17,69.90,21.25,0.00
184,0.002200,60.04,69.89,20.65,0.00
185,0.002400,59.79,69.58,20.65,0.00
186,0.001800,59.68,69.51,20.35,0.00
187,0.001800,60.09,69.95,20.65,0.00
188,0.001900,59.87,69.58,21.05,0.00
189,0.001800,60.08,69.88,20.90,0.00
190,0.001300,59.80,69.46,21.15,0.00
191,0.001900,59.88,69.76,20.35,0.00
192,0.001700,59.92,69.61,21.15,0.00
193,0.001200,59.91,69.60,21.15,0.00
194,0.000900,59.98,69.70,21.10,0.00
195,0.001200,60.18,69.89,21.35,0.00
196,0.001800,60.07,69.74,21.40,0.00
197,0.001800,60.00,69.67,21.30,0.00
198,0.002200,60.12,69.88,21.10,0.00
199,0.002200,59.89,69.46,21.60,0.00
200,0.001100,59.85,69.54,21.10,0.00
