epoch,val_acc,loss
1,10.26,2.4127
2,10.09,1.9815
3,10.23,1.8474
4,10.13,1.8099
5,10.01,1.7756
6,10.06,1.7627
7,10.07,1.7519
8,10.1,1.7452
9,10.0,1.7346
10,10.24,1.7343
11,10.4,1.7216
12,10.26,1.7201
13,10.04,1.7159
14,10.24,1.709
15,9.96,1.71
16,10.18,1.7041
17,10.36,1.697
18,10.17,1.6975
19,10.05,1.6919
20,10.22,1.6852
21,10.26,1.6801
22,10.36,1.6765
23,10.55,1.672
24,10.33,1.6732
25,10.12,1.6724
26,10.55,1.665
27,10.13,1.6585
28,10.2,1.6618
29,10.11,1.6632
30,10.31,1.6594
31,10.21,1.6623
32,10.39,1.662
33,10.41,1.6639
34,10.45,1.6631
35,10.28,1.6593
36,10.35,1.6579
37,10.18,1.6548
38,10.31,1.6537
39,10.07,1.6511
40,10.36,1.655
41,10.11,1.6556
42,10.26,1.6524
43,9.92,1.6467
44,10.43,1.6459
45,10.41,1.6451
46,10.11,1.6402
47,10.13,1.6421
48,10.06,1.6387
49,10.1,1.6331
50,10.29,1.6339
51,10.25,1.6334
52,10.39,1.6343
53,10.26,1.6308
54,10.36,1.6256
55,10.34,1.6263
56,10.57,1.6226
57,10.53,1.6208
58,10.23,1.6239
59,10.41,1.6191
60,10.35,1.6194
61,10.43,1.617
62,10.4,1.6171
63,10.59,1.6204
64,10.4,1.6172
65,10.33,1.6178
66,10.47,1.6154
67,10.36,1.6168
68,10.48,1.6168
69,10.38,1.6131
70,10.5,1.6105
71,10.45,1.6083
72,10.4,1.6071
73,10.45,1.6091
74,10.4,1.6101
75,10.37,1.6081
76,10.57,1.6058
77,10.52,1.6053
78,10.66,1.5993
79,10.42,1.597
80,10.44,1.5965
81,10.66,1.591
82,10.94,1.5887
83,10.82,1.5882
84,11.03,1.5894
85,11.06,1.5877
86,11.29,1.5881
87,11.26,1.5797
88,11.07,1.5784
89,11.0,1.5811
90,11.26,1.5766
91,11.54,1.5739
92,11.43,1.5679
93,11.49,1.5671
94,11.77,1.5608
95,12.23,1.5597
96,12.43,1.5553
97,12.72,1.5529
98,12.55,1.5523
99,12.85,1.546
100,12.9,1.5426
101,13.08,1.5393
102,13.2,1.5396
103,13.43,1.5341
104,13.59,1.531
105,13.85,1.5253
106,13.95,1.5214
107,13.59,1.5211
108,14.14,1.5179
109,13.85,1.5127
110,14.32,1.5112
111,14.62,1.5124
112,14.24,1.51
113,14.44,1.5067
114,14.49,1.5054
115,14.5,1.5018
116,14.74,1.5021
117,15.38,1.4945
118,15.15,1.5001
119,15.02,1.4927
120,15.06,1.4939
121,15.16,1.4896
122,15.29,1.4902
123,15.69,1.4888
124,15.22,1.484
125,15.5,1.4887
126,15.68,1.4838
127,15.35,1.4833
128,15.43,1.4811
129,15.82,1.4786
130,15.36,1.4801
131,15.69,1.479
132,15.62,1.4771
133,15.56,1.477
134,15.47,1.4751
135,15.77,1.4746
136,15.33,1.476
137,15.96,1.4719
138,15.58,1.4711
139,15.82,1.4701
140,16.11,1.4706
141,15.98,1.4676
142,15.93,1.4692
143,16.07,1.4665
144,16.18,1.4651
145,16.2,1.4656
146,16.21,1.4676
147,16.39,1.4651
148,16.22,1.4631
149,16.22,1.4621
150,16.15,1.4648
151,16.33,1.4635
152,16.29,1.4606
153,16.46,1.4602
154,16.61,1.4613
155,16.49,1.4609
156,16.44,1.4601
157,16.18,1.4577
158,16.55,1.4608
159,16.4,1.4567
160,16.39,1.4533
161,16.21,1.4557
162,16.5,1.4579
163,16.53,1.4551
164,16.35,1.4549
165,16.57,1.4538
166,16.46,1.4515
167,16.54,1.4556
168,16.67,1.4533
169,16.54,1.4506
170,16.23,1.4548
171,16.1,1.4539
172,16.79,1.4546
173,16.76,1.4555
174,16.69,1.4556
175,16.76,1.4515
176,16.89,1.4495
177,16.53,1.4523
178,16.53,1.4504
179,16.75,1.4506
180,16.59,1.4503
181,16.55,1.4516
182,16.43,1.4528
183,16.69,1.4503
184,16.5,1.4514
185,16.74,1.4497
186,16.84,1.4511
187,16.71,1.4524
188,16.93,1.4531
189,16.72,1.4521
190,16.37,1.4511
191,16.52,1.4516
192,16.71,1.4501
193,16.42,1.4506
194,16.63,1.4516
195,16.63,1.453
196,16.7,1.4508
197,16.4,1.4542
198,16.68,1.4492
199,16.96,1.4495
200,16.28,1.45
