epoch,loss,val_acc
1,1.3933,19.92
2,1.2568,26.03
3,1.1431,24.31
4,1.1068,23.31
5,1.1105,22.35
6,1.0946,26.19
7,1.0635,23.31
8,1.0447,26.69
9,1.0219,25.32
10,1.0056,25.5
11,0.9694,28.44
12,0.97,29.04
13,0.9555,29.97
14,0.9383,29.88
15,0.9154,34.55
16,0.9007,30.78
17,0.8904,34.04
18,0.873,33.31
19,0.8599,32.02
20,0.8539,32.55
21,0.8438,30.68
22,0.8338,30.98
23,0.8214,34.82
24,0.8071,35.12
25,0.8044,32.01
26,0.79,37.2
27,0.7811,30.92
28,0.7667,37.97
29,0.7521,36.6
30,0.7453,37.23
31,0.7304,39.97
32,0.7228,39.74
33,0.7084,37.8
34,0.7059,42.76
35,0.697,34.84
36,0.6864,35.34
37,0.68,41.97
38,0.6656,38.75
39,0.6611,41.27
40,0.6615,41.34
41,0.6352,41.23
42,0.6299,42.41
43,0.6212,40.84
44,0.6203,43.18
45,0.6068,41.64
46,0.5909,42.62
47,0.5879,43.52
48,0.5824,43.1
49,0.5747,48.08
50,0.5615,45.72
51,0.5561,43.71
52,0.5441,46.49
53,0.5329,43.41
54,0.5307,46.38
55,0.5234,48.58
56,0.5169,47.84
57,0.515,46.07
58,0.4956,47.12
59,0.4937,45.51
60,0.4841,45.16
61,0.4763,48.67
62,0.4623,44.76
63,0.4629,46.92
64,0.4503,46.54
65,0.4453,49.4
66,0.4298,46.05
67,0.4271,44.98
68,0.4177,47.86
69,0.4184,49.62
70,0.397,47.67
71,0.3978,47.73
72,0.3929,47.9
73,0.368,46.24
74,0.3623,48.0
75,0.3605,50.26
76,0.3663,52.5
77,0.3378,49.67
78,0.3408,51.86
79,0.3174,47.49
80,0.3227,48.37
81,0.3224,51.01
82,0.3072,52.14
83,0.3012,48.77
84,0.2962,50.26
85,0.2916,48.09
86,0.2794,47.43
87,0.2763,49.85
88,0.2736,47.29
89,0.2529,49.95
90,0.2573,48.92
91,0.2409,52.7
92,0.2363,47.8
93,0.2275,49.25
94,0.2185,51.06
95,0.2203,49.78
96,0.2108,47.38
97,0.1989,49.11
98,0.2024,49.1
99,0.1959,48.11
100,0.1944,47.14
101,0.1843,45.98
102,0.1758,49.33
103,0.1711,47.06
104,0.1725,48.21
105,0.1739,47.75
106,0.1623,50.39
107,0.156,49.96
108,0.1462,49.0
109,0.146,48.65
110,0.1415,47.25
111,0.1418,48.25
112,0.1337,46.51
113,0.1322,48.16
114,0.1273,48.68
115,0.1222,50.03
116,0.1137,49.49
117,0.1155,47.47
118,0.1122,48.44
119,0.1089,47.09
120,0.095,47.95
121,0.1036,47.98
122,0.1012,50.03
123,0.0983,49.33
124,0.0961,50.15
125,0.0819,49.02
126,0.0832,48.72
127,0.0867,47.01
128,0.0797,48.12
129,0.0833,49.03
130,0.0717,49.78
131,0.0736,48.67
132,0.0746,48.93
133,0.0668,48.17
134,0.0633,48.51
135,0.0581,48.52
136,0.0563,48.88
137,0.0621,50.35
138,0.0564,48.62
139,0.0542,48.4
140,0.0529,48.0
141,0.0502,49.74
142,0.0489,48.63
143,0.046,49.8
144,0.0445,47.79
145,0.0409,48.82
146,0.042,49.1
147,0.0403,47.63
148,0.0356,48.2
149,0.0337,49.15
150,0.0362,48.79
151,0.0312,47.83
152,0.0297,47.48
153,0.0274,47.77
154,0.0251,47.78
155,0.0266,47.84
156,0.0276,47.96
157,0.0259,49.2
158,0.0257,49.19
159,0.0266,48.47
160,0.0207,48.66
161,0.0213,48.86
162,0.0171,48.08
163,0.0187,48.07
164,0.0169,48.44
165,0.0186,48.8
166,0.0165,48.06
167,0.0155,48.29
168,0.0138,47.9
169,0.0162,48.64
170,0.0145,49.32
171,0.0126,49.21
172,0.0105,47.54
173,0.0121,48.91
174,0.0098,48.36
175,0.0094,48.6
176,0.0087,47.78
177,0.0106,48.71
178,0.0102,48.3
179,0.0085,48.45
180,0.0091,48.64
181,0.0079,48.37
182,0.0079,48.21
183,0.0084,48.49
184,0.0079,48.26
185,0.0062,48.48
186,0.0065,47.96
187,0.0067,48.39
188,0.0073,48.6
189,0.0063,48.51
190,0.0068,48.39
191,0.0062,48.51
192,0.006,48.24
193,0.0067,48.27
194,0.0067,48.35
195,0.0058,48.29
196,0.0054,48.42
197,0.0062,48.45
198,0.0061,48.34
199,0.006,48.34
200,0.0056,48.37
