epoch,loss,val_acc
1,2.1665,18.5
2,1.3119,28.93
3,1.037,27.71
4,0.9628,31.34
5,0.8993,35.64
6,0.8738,38.33
7,0.7905,41.43
8,0.7445,38.57
9,0.7113,43.26
10,0.6851,41.62
11,0.6368,49.36
12,0.6085,47.23
13,0.5851,46.13
14,0.5533,48.74
15,0.5427,49.89
16,0.5219,48.66
17,0.5111,48.81
18,0.5021,51.98
19,0.4791,51.82
20,0.4562,51.46
21,0.4565,53.6
22,0.4358,54.29
23,0.4173,54.57
24,0.4105,54.45
25,0.395,55.05
26,0.3815,56.78
27,0.3638,56.38
28,0.3613,55.38
29,0.3395,55.47
30,0.328,58.15
31,0.3246,55.55
32,0.3206,54.02
33,0.3046,57.97
34,0.2954,56.96
35,0.2929,56.95
36,0.2756,57.79
37,0.263,57.59
38,0.264,57.52
39,0.2455,58.18
40,0.2403,56.3
41,0.2348,57.82
42,0.2242,57.23
43,0.213,56.82
44,0.2155,60.37
45,0.2057,56.65
46,0.2043,59.28
47,0.1945,58.36
48,0.1843,56.19
49,0.1794,59.59
50,0.1766,58.04
51,0.1636,56.34
52,0.157,57.98
53,0.1611,59.86
54,0.1547,58.15
55,0.1523,57.77
56,0.1395,59.3
57,0.1384,57.32
58,0.1362,57.74
59,0.1288,59.71
60,0.1263,58.22
61,0.1255,58.15
62,0.1218,58.15
63,0.114,57.8
64,0.1112,58.64
65,0.1069,58.67
66,0.1038,61.17
67,0.1007,58.77
68,0.0994,59.86
69,0.0926,58.69
70,0.0908,58.4
71,0.0996,58.95
72,0.0911,58.21
73,0.0794,60.11
74,0.0833,59.97
75,0.0778,59.45
76,0.079,59.0
77,0.0802,57.9
78,0.075,59.2
79,0.0788,58.28
80,0.0697,60.02
81,0.0557,58.36
82,0.0704,60.3
83,0.0703,58.66
84,0.0645,58.26
85,0.0591,58.47
86,0.063,58.39
87,0.053,58.38
88,0.0538,58.84
89,0.0533,57.07
90,0.0512,60.0
91,0.0529,56.93
92,0.0497,59.15
93,0.0456,59.64
94,0.0465,58.2
95,0.041,59.11
96,0.0354,58.28
97,0.0468,58.82
98,0.0482,58.35
99,0.045,60.29
100,0.0426,59.08
101,0.0363,59.3
102,0.0349,59.41
103,0.0317,60.07
104,0.0325,57.91
105,0.0349,58.59
106,0.0326,59.37
107,0.032,58.6
108,0.0286,59.17
109,0.0325,59.1
110,0.027,58.47
111,0.0261,58.75
112,0.0294,58.31
113,0.0281,57.8
114,0.0219,60.06
115,0.0243,58.35
116,0.0207,58.88
117,0.0229,58.72
118,0.0223,57.93
119,0.0234,59.86
120,0.0215,59.3
121,0.0218,59.48
122,0.022,58.55
123,0.0195,59.78
124,0.0179,59.89
125,0.0179,59.46
126,0.0187,59.56
127,0.021,58.12
128,0.0156,58.86
129,0.0182,58.49
130,0.0109,59.49
131,0.0132,60.53
132,0.0129,58.99
133,0.0145,58.4
134,0.0119,59.13
135,0.0115,58.58
136,0.0098,60.21
137,0.0102,59.46
138,0.008,59.74
139,0.0117,59.71
140,0.0081,59.74
141,0.0099,58.25
142,0.0083,59.33
143,0.0089,58.29
144,0.0089,59.5
145,0.0078,59.46
146,0.0072,58.58
147,0.0085,58.19
148,0.008,59.53
149,0.0056,59.72
150,0.0066,60.0
151,0.008,59.5
152,0.0065,58.89
153,0.0067,59.05
154,0.0047,59.53
155,0.0051,60.21
156,0.0052,59.79
157,0.0067,60.23
158,0.0052,59.58
159,0.0052,60.19
160,0.004,59.42
161,0.0032,59.21
162,0.0067,59.42
163,0.006,60.55
164,0.0048,60.01
165,0.0027,59.81
166,0.0033,59.94
167,0.0057,60.41
168,0.0033,60.68
169,0.0037,60.51
170,0.0049,60.56
171,0.0024,60.5
172,0.0032,59.82
173,0.0038,59.95
174,0.0025,59.75
175,0.0033,59.89
176,0.002,59.96
177,0.0013,59.85
178,0.0027,59.98
179,0.0014,60.34
180,0.0023,59.95
181,0.0018,60.11
182,0.0024,59.91
183,0.0028,60.17
184,0.0022,60.04
185,0.0024,59.79
186,0.0018,59.68
187,0.0018,60.09
188,0.0019,59.87
189,0.0018,60.08
190,0.0013,59.8
191,0.0019,59.88
192,0.0017,59.92
193,0.0012,59.91
194,0.0009,59.98
195,0.0012,60.18
196,0.0018,60.07
197,0.0018,60.0
198,0.0022,60.12
199,0.0022,59.89
200,0.0011,59.85
