epoch,loss,val_acc
1,1.8323,11.03
2,1.6473,22.13
3,1.5029,21.84
4,1.3269,20.8
5,1.4376,23.49
6,1.3669,17.17
7,1.2055,24.14
8,1.1061,22.82
9,1.0676,26.0
10,0.9566,27.79
11,0.9357,29.42
12,0.9001,28.58
13,0.8816,29.16
14,0.8405,29.71
15,0.8142,33.15
16,0.7923,32.38
17,0.746,35.8
18,0.7421,32.26
19,0.7133,35.97
20,0.7045,35.47
21,0.668,34.76
22,0.6559,35.5
23,0.6333,36.69
24,0.613,38.82
25,0.5911,36.99
26,0.5811,36.61
27,0.5618,36.59
28,0.558,38.55
29,0.5348,39.73
30,0.5251,42.56
31,0.5027,39.88
32,0.4922,39.95
33,0.4806,36.85
34,0.467,40.62
35,0.4649,43.76
36,0.4506,43.34
37,0.44,40.67
38,0.4308,45.06
39,0.4219,44.7
40,0.407,43.56
41,0.3958,43.01
42,0.3867,44.4
43,0.3867,46.76
44,0.3698,49.42
45,0.3574,48.22
46,0.3473,49.46
47,0.3382,47.7
48,0.3354,47.43
49,0.3211,47.55
50,0.3174,49.82
51,0.3066,48.12
52,0.3002,50.04
53,0.2964,52.08
54,0.2829,50.97
55,0.281,53.22
56,0.2678,49.04
57,0.266,54.1
58,0.251,52.32
59,0.2483,52.93
60,0.2354,53.1
61,0.2468,49.56
62,0.2276,51.05
63,0.2212,48.36
64,0.2214,50.07
65,0.2178,51.06
66,0.2129,54.2
67,0.1976,52.68
68,0.2017,51.85
69,0.1972,54.63
70,0.183,52.91
71,0.1678,56.42
72,0.1828,52.79
73,0.1789,55.14
74,0.1617,51.79
75,0.163,52.76
76,0.1547,55.99
77,0.1562,56.22
78,0.1521,55.29
79,0.1412,55.19
80,0.1417,55.55
81,0.1347,54.92
82,0.1342,54.15
83,0.1367,57.5
84,0.1337,53.28
85,0.1236,54.49
86,0.1119,55.61
87,0.1125,55.49
88,0.1164,57.42
89,0.1122,54.19
90,0.1082,56.8
91,0.099,55.84
92,0.1012,58.78
93,0.0984,57.6
94,0.0953,55.28
95,0.0956,56.79
96,0.0867,58.31
97,0.0863,58.53
98,0.0874,56.79
99,0.0823,58.61
100,0.0739,57.72
101,0.0801,55.9
102,0.074,54.29
103,0.0743,55.54
104,0.0728,57.22
105,0.0666,57.19
106,0.0672,59.3
107,0.0613,58.44
108,0.0646,55.76
109,0.0605,56.54
110,0.0598,57.1
111,0.0575,56.53
112,0.0485,58.51
113,0.0501,54.5
114,0.0487,58.17
115,0.0525,57.67
116,0.0446,58.75
117,0.0465,53.83
118,0.0472,58.52
119,0.0466,56.34
120,0.0379,58.05
121,0.0379,57.31
122,0.0369,55.05
123,0.0334,57.15
124,0.0336,57.51
125,0.031,58.14
126,0.0338,57.45
127,0.0312,58.56
128,0.0338,56.9
129,0.0328,57.68
130,0.026,56.84
131,0.0265,57.58
132,0.0229,59.33
133,0.0269,56.49
134,0.022,57.96
135,0.0223,58.03
136,0.022,57.14
137,0.024,58.97
138,0.0193,58.51
139,0.0176,57.45
140,0.0192,57.64
141,0.0166,59.17
142,0.0178,58.54
143,0.0186,57.96
144,0.0127,57.33
145,0.0139,57.28
146,0.0158,57.12
147,0.0105,56.04
148,0.013,57.44
149,0.0128,56.69
150,0.0126,58.85
151,0.0105,57.88
152,0.0098,58.03
153,0.0114,57.57
154,0.0071,57.05
155,0.0074,57.92
156,0.0082,57.35
157,0.0068,58.11
158,0.008,57.0
159,0.0057,57.06
160,0.0056,58.04
161,0.0063,58.43
162,0.0051,57.25
163,0.005,58.07
164,0.0052,57.87
165,0.0042,57.3
166,0.0052,57.11
167,0.004,57.53
168,0.0052,57.1
169,0.0038,58.15
170,0.0032,58.41
171,0.004,58.14
172,0.0031,58.54
173,0.0047,58.1
174,0.0024,59.18
175,0.0024,58.7
176,0.0023,59.68
177,0.0027,58.36
178,0.0034,58.51
179,0.0018,58.58
180,0.0017,58.58
181,0.0012,58.84
182,0.0022,59.33
183,0.0021,59.17
184,0.002,58.57
185,0.0023,58.3
186,0.0017,58.16
187,0.0013,58.41
188,0.0019,58.49
189,0.001,58.41
190,0.0014,58.11
191,0.001,58.54
192,0.0017,58.11
193,0.0021,58.12
194,0.0009,58.38
195,0.0012,58.0
196,0.0011,58.08
197,0.0008,57.69
198,0.0007,57.98
199,0.0008,58.01
200,0.0015,58.1
