epoch,loss,val_acc
1,1.5105,19.23
2,1.2469,24.98
3,1.142,26.51
4,1.0547,23.67
5,1.0218,28.49
6,0.9853,26.41
7,0.9306,28.97
8,0.9049,30.63
9,0.8632,25.72
10,0.8502,31.93
11,0.8309,34.2
12,0.8199,28.24
13,0.7932,36.02
14,0.7869,34.82
15,0.7629,35.8
16,0.7499,34.52
17,0.7555,40.27
18,0.7165,39.28
19,0.7225,39.03
20,0.6949,34.99
21,0.6841,37.14
22,0.6728,38.81
23,0.6671,39.34
24,0.648,42.1
25,0.6414,41.43
26,0.6321,43.9
27,0.6102,39.88
28,0.6092,44.19
29,0.5911,40.79
30,0.5873,40.66
31,0.5609,41.27
32,0.5669,45.45
33,0.5375,41.46
34,0.5228,43.73
35,0.5098,46.79
36,0.504,43.67
37,0.484,45.61
38,0.4712,45.23
39,0.4615,45.64
40,0.4367,46.56
41,0.4323,45.36
42,0.4111,44.15
43,0.3934,43.06
44,0.3851,47.91
45,0.3657,45.88
46,0.3579,44.48
47,0.336,44.67
48,0.3195,44.78
49,0.3052,48.34
50,0.2955,46.57
51,0.2784,45.82
52,0.271,48.23
53,0.2599,45.45
54,0.2556,48.41
55,0.2309,48.25
56,0.2188,46.66
57,0.2116,44.3
58,0.1985,45.23
59,0.1986,45.88
60,0.1838,47.33
61,0.1729,46.49
62,0.1665,42.98
63,0.1718,46.27
64,0.1608,45.08
65,0.141,48.64
66,0.1364,45.79
67,0.1345,47.72
68,0.1214,49.08
69,0.1205,44.99
70,0.1135,46.23
71,0.1043,47.97
72,0.1016,45.34
73,0.0999,47.19
74,0.0939,46.12
75,0.0973,45.31
76,0.0893,46.36
77,0.086,48.38
78,0.0833,45.17
79,0.0782,44.59
80,0.0802,45.0
81,0.0772,45.23
82,0.0684,47.13
83,0.0736,47.03
84,0.062,46.96
85,0.0647,44.7
86,0.0612,46.89
87,0.0564,46.08
88,0.0582,47.61
89,0.0504,47.0
90,0.0582,47.15
91,0.0555,47.26
92,0.0458,46.24
93,0.0464,46.37
94,0.0447,47.32
95,0.0425,45.35
96,0.0427,47.75
97,0.0385,46.08
98,0.0371,46.07
99,0.0374,46.39
100,0.0355,47.16
101,0.0413,45.55
102,0.0361,47.87
103,0.0315,45.25
104,0.0285,47.06
105,0.0291,46.85
106,0.0309,47.31
107,0.0292,47.74
108,0.0234,47.87
109,0.0229,46.1
110,0.0214,46.23
111,0.0244,45.93
112,0.0226,46.69
113,0.0193,46.21
114,0.0198,46.64
115,0.0171,45.86
116,0.0129,46.28
117,0.0148,47.45
118,0.0124,46.3
119,0.0135,46.39
120,0.0108,47.84
121,0.0149,45.87
122,0.0142,46.78
123,0.014,46.47
124,0.0119,46.7
125,0.0106,47.84
126,0.012,47.18
127,0.0125,46.03
128,0.0071,45.0
129,0.0061,47.57
130,0.0106,46.4
131,0.0088,45.38
132,0.0053,46.54
133,0.0083,46.61
134,0.0062,47.02
135,0.0055,45.78
136,0.0046,45.71
137,0.0057,45.99
138,0.0055,46.59
139,0.0064,46.87
140,0.0041,46.41
141,0.0035,46.99
142,0.004,46.36
143,0.0057,46.03
144,0.0029,46.08
145,0.0024,45.55
146,0.0019,45.96
147,0.004,46.08
148,0.0045,45.67
149,0.0024,46.36
150,0.0012,46.26
151,0.0015,45.87
152,0.0021,46.57
153,0.002,46.71
154,0.0024,45.56
155,0.0024,46.1
156,0.0018,46.26
157,0.0018,45.66
158,0.0008,45.37
159,0.0008,46.74
160,0.0009,46.25
161,0.0005,46.52
162,0.0008,46.5
163,0.0005,46.21
164,0.0004,46.36
165,0.0005,46.44
166,0.0004,45.61
167,0.0003,46.74
168,0.0003,46.45
169,0.0009,46.32
170,0.0006,46.38
171,0.0005,46.54
172,0.001,46.97
173,0.0001,46.71
174,0.0004,46.89
175,0.0005,47.14
176,0.0002,46.75
177,0.0002,46.46
178,0.0002,46.14
179,0.0001,46.51
180,0.0004,46.59
181,0.0001,46.61
182,0.0001,46.56
183,0.0002,46.66
184,0.0001,46.58
185,0.0001,46.57
186,0.0002,46.35
187,0.0006,46.59
188,0.0001,46.59
189,0.0001,46.69
190,0.0001,46.69
191,0.0001,46.78
192,0.0001,46.75
193,0.0002,46.69
194,0.0001,46.72
195,0.0008,46.73
196,0.0004,46.72
197,0.0001,46.7
198,0.0002,46.82
199,0.0002,46.73
200,0.0004,46.66
