epoch,loss,val_acc
1,1.5013,19.82
2,1.2562,24.01
3,1.1543,21.71
4,1.0704,27.73
5,1.0185,27.37
6,1.0055,30.26
7,0.958,28.8
8,0.9253,32.22
9,0.8924,31.11
10,0.8555,34.39
11,0.8454,32.4
12,0.8361,34.66
13,0.8248,34.69
14,0.8049,32.96
15,0.7827,39.19
16,0.7731,35.6
17,0.7607,41.09
18,0.7359,36.38
19,0.7336,40.41
20,0.7257,36.12
21,0.7208,37.42
22,0.6946,38.46
23,0.6839,40.78
24,0.6808,43.04
25,0.6641,42.26
26,0.6385,42.85
27,0.6422,38.11
28,0.6267,42.51
29,0.6259,44.93
30,0.6131,39.84
31,0.5963,43.55
32,0.5827,43.59
33,0.5686,41.2
34,0.5631,44.74
35,0.537,45.27
36,0.5257,39.29
37,0.5294,44.21
38,0.5088,43.51
39,0.4856,43.14
40,0.4644,42.03
41,0.456,45.54
42,0.436,44.83
43,0.4289,43.9
44,0.4096,42.6
45,0.3931,42.98
46,0.3819,42.95
47,0.357,45.28
48,0.3564,43.21
49,0.3393,48.51
50,0.3141,45.84
51,0.3044,47.18
52,0.2934,47.28
53,0.284,45.01
54,0.2577,46.66
55,0.2526,46.66
56,0.2378,47.12
57,0.2224,45.03
58,0.2199,46.92
59,0.2031,48.63
60,0.2,46.72
61,0.1803,44.99
62,0.1727,43.54
63,0.1666,43.55
64,0.16,43.61
65,0.1457,45.29
66,0.1458,44.79
67,0.1411,44.98
68,0.1344,47.3
69,0.1269,45.05
70,0.1183,46.23
71,0.1168,47.43
72,0.1076,47.28
73,0.1031,46.73
74,0.1001,46.81
75,0.1016,46.68
76,0.0985,46.8
77,0.0875,45.93
78,0.0833,45.88
79,0.0832,45.96
80,0.0786,47.52
81,0.0766,44.49
82,0.0793,46.94
83,0.0705,48.31
84,0.0689,46.34
85,0.0673,46.74
86,0.0603,44.93
87,0.0651,47.8
88,0.0586,46.68
89,0.0605,46.55
90,0.0521,45.96
91,0.0465,46.59
92,0.044,46.41
93,0.0515,45.56
94,0.0431,45.22
95,0.0405,46.05
96,0.0419,46.77
97,0.0396,45.1
98,0.0422,45.92
99,0.0349,45.4
100,0.0367,46.08
101,0.0381,45.76
102,0.0356,46.1
103,0.0305,45.57
104,0.0259,45.77
105,0.0281,44.7
106,0.0259,45.67
107,0.0279,45.49
108,0.0231,48.37
109,0.0292,46.7
110,0.0269,45.56
111,0.0217,45.45
112,0.0207,47.15
113,0.0181,46.38
114,0.0184,45.97
115,0.0213,46.53
116,0.0181,46.99
117,0.0187,46.67
118,0.0162,45.38
119,0.0155,46.08
120,0.0158,45.97
121,0.015,46.43
122,0.0142,46.89
123,0.0119,46.51
124,0.0141,46.45
125,0.0121,45.9
126,0.0098,45.4
127,0.0105,45.69
128,0.0089,47.59
129,0.0078,47.22
130,0.0094,46.93
131,0.0095,47.01
132,0.0073,46.72
133,0.0082,46.73
134,0.0081,45.94
135,0.0056,46.62
136,0.0059,47.24
137,0.0061,46.24
138,0.0056,47.18
139,0.0048,47.91
140,0.0045,46.65
141,0.0034,46.62
142,0.0027,48.86
143,0.004,47.05
144,0.003,47.67
145,0.0023,47.86
146,0.0027,48.01
147,0.0039,47.83
148,0.0038,46.45
149,0.0016,47.12
150,0.0013,46.97
151,0.0009,46.84
152,0.0043,47.18
153,0.0011,47.76
154,0.001,47.55
155,0.0027,46.95
156,0.001,47.3
157,0.0014,47.1
158,0.0013,47.02
159,0.0011,47.2
160,0.0015,46.64
161,0.0013,47.06
162,0.0007,46.75
163,0.0003,46.96
164,0.0008,47.17
165,0.0009,47.12
166,0.0006,46.84
167,0.0006,47.22
168,0.0006,47.37
169,0.0011,47.46
170,0.0006,47.73
171,0.0003,47.33
172,0.0001,47.13
173,0.0004,47.44
174,0.0007,47.01
175,0.0006,47.18
176,0.0006,47.71
177,0.0004,47.86
178,0.0003,47.52
179,0.0002,47.44
180,0.0003,47.23
181,0.0002,47.31
182,0.0002,47.26
183,0.0001,47.17
184,0.0003,47.35
185,0.0003,47.36
186,0.0003,47.31
187,0.0003,47.41
188,0.0001,47.33
189,0.0002,47.32
190,0.0002,47.2
191,0.0002,47.15
192,0.0001,47.13
193,0.0001,47.09
194,0.0002,47.13
195,0.0002,47.26
196,0.0001,47.28
197,0.0004,47.25
198,0.0001,47.3
199,0.0001,47.3
200,0.0001,47.37
