epoch,loss,val_acc
1,2.8216,9.52
2,1.8773,9.91
3,1.7503,10.26
4,1.7025,11.89
5,1.6075,17.74
6,1.5716,15.74
7,1.3228,25.02
8,1.2917,24.68
9,1.1754,24.71
10,1.0701,28.8
11,1.0501,30.28
12,1.006,28.54
13,0.9029,33.27
14,0.8412,33.37
15,0.7914,35.3
16,0.7202,35.4
17,0.7135,39.83
18,0.6754,40.22
19,0.6526,39.59
20,0.6265,44.56
21,0.612,43.6
22,0.5938,43.73
23,0.5975,41.18
24,0.588,44.9
25,0.5561,46.08
26,0.5509,44.54
27,0.548,44.5
28,0.5269,48.44
29,0.5196,48.36
30,0.5394,49.08
31,0.4848,45.52
32,0.4924,48.68
33,0.4802,45.59
34,0.4783,43.22
35,0.4673,48.18
36,0.4555,49.04
37,0.4559,44.14
38,0.441,51.68
39,0.4279,48.89
40,0.4319,54.55
41,0.4168,48.74
42,0.418,51.47
43,0.414,54.23
44,0.4132,48.94
45,0.4027,51.17
46,0.4084,55.84
47,0.3963,58.6
48,0.3959,54.24
49,0.3961,53.79
50,0.3873,53.21
51,0.386,50.3
52,0.3662,53.65
53,0.3785,53.47
54,0.3723,55.15
55,0.3746,55.1
56,0.3647,53.45
57,0.3555,55.28
58,0.3626,56.96
59,0.3456,51.47
60,0.3459,58.95
61,0.3407,53.81
62,0.3479,55.96
63,0.334,53.35
64,0.3398,57.21
65,0.3386,53.08
66,0.3265,57.93
67,0.3187,54.32
68,0.3256,59.59
69,0.3192,55.23
70,0.3141,56.24
71,0.3109,59.18
72,0.3016,57.48
73,0.3075,56.22
74,0.2935,55.08
75,0.2907,52.46
76,0.2833,52.56
77,0.3001,51.92
78,0.2867,57.81
79,0.2826,57.39
80,0.2838,55.49
81,0.269,58.54
82,0.2758,51.3
83,0.2654,56.38
84,0.267,56.57
85,0.2659,57.91
86,0.2461,56.34
87,0.265,62.38
88,0.2426,58.67
89,0.2583,60.69
90,0.2431,58.2
91,0.2388,59.84
92,0.2266,56.44
93,0.2283,59.0
94,0.2277,60.87
95,0.2269,60.28
96,0.2221,58.89
97,0.2164,58.49
98,0.2134,61.2
99,0.2021,58.34
100,0.202,60.38
101,0.2069,63.42
102,0.1989,61.9
103,0.1867,58.99
104,0.1923,58.0
105,0.1751,59.55
106,0.1758,63.2
107,0.1769,60.3
108,0.1756,56.86
109,0.1679,64.05
110,0.1694,57.69
111,0.1512,55.92
112,0.169,59.7
113,0.1539,60.73
114,0.1461,59.38
115,0.1453,59.58
116,0.1434,59.78
117,0.1394,60.64
118,0.1304,57.4
119,0.1343,58.94
120,0.1287,59.5
121,0.1234,59.92
122,0.1155,60.02
123,0.1217,57.19
124,0.1178,60.45
125,0.1097,60.87
126,0.104,58.98
127,0.1106,62.64
128,0.1043,59.68
129,0.1013,62.25
130,0.0966,56.75
131,0.0975,62.15
132,0.0888,60.52
133,0.0863,62.58
134,0.0882,61.07
135,0.0861,62.54
136,0.0801,62.02
137,0.0711,61.73
138,0.0721,60.11
139,0.0775,60.97
140,0.0656,61.78
141,0.0626,59.96
142,0.0619,61.22
143,0.0678,61.91
144,0.0567,59.94
145,0.0507,60.09
146,0.055,59.17
147,0.0537,62.21
148,0.0488,60.27
149,0.0438,62.69
150,0.0475,62.36
151,0.0372,60.52
152,0.0365,61.22
153,0.0394,61.82
154,0.0368,62.38
155,0.0348,63.92
156,0.0293,63.85
157,0.0274,62.79
158,0.0266,61.97
159,0.028,63.06
160,0.0193,62.78
161,0.0237,60.32
162,0.0192,62.87
163,0.0189,63.96
164,0.0152,62.11
165,0.0175,64.52
166,0.0165,61.95
167,0.0112,64.62
168,0.0094,64.16
169,0.0074,63.46
170,0.0093,64.9
171,0.0063,65.26
172,0.0086,64.89
173,0.0042,64.77
174,0.0047,64.72
175,0.0054,64.73
176,0.0054,65.07
177,0.0054,66.17
178,0.0042,64.48
179,0.0037,64.79
180,0.0046,65.06
181,0.0037,65.72
182,0.0029,65.37
183,0.004,65.16
184,0.0021,64.79
185,0.0033,64.51
186,0.0031,64.17
187,0.0032,64.98
188,0.0025,65.08
189,0.0045,64.68
190,0.0023,64.11
191,0.0017,65.13
192,0.0021,64.36
193,0.002,64.38
194,0.0019,65.14
195,0.0022,64.8
196,0.0021,64.99
197,0.0016,64.15
198,0.0019,64.96
199,0.0019,64.41
200,0.0025,65.02
