epoch,val_acc,loss
1,15.19,1.8762
2,17.12,1.515
3,19.33,1.4063
4,21.52,1.3701
5,21.98,1.3117
6,20.98,1.293
7,20.36,1.281
8,23.22,1.2474
9,22.2,1.2392
10,25.32,1.245
11,25.32,1.2284
12,25.31,1.2054
13,23.88,1.1797
14,20.9,1.201
15,24.73,1.1702
16,19.96,1.1952
17,24.34,1.1486
18,23.36,1.1689
19,26.01,1.1344
20,25.75,1.1479
21,23.73,1.2005
22,22.08,1.1221
23,26.38,1.1232
24,23.55,1.2339
25,23.88,1.1015
26,24.1,1.1149
27,25.86,1.1051
28,25.31,1.1508
29,21.88,1.0941
30,22.96,1.0906
31,25.06,1.1347
32,23.98,1.0893
33,25.0,1.0945
34,24.56,1.3099
35,24.29,1.0899
36,24.78,1.0782
37,25.63,1.1139
38,25.08,1.0865
39,24.72,1.2106
40,25.22,1.0937
41,25.08,1.0836
42,25.55,1.2076
43,27.15,1.0791
44,22.19,1.0904
45,25.0,1.0852
46,19.94,1.2182
47,25.22,1.0868
48,22.23,1.0807
49,25.63,1.0817
50,24.76,1.0901
51,23.84,1.2197
52,25.05,1.09
53,23.03,1.0798
54,24.1,1.0833
55,25.99,1.0898
56,26.01,1.2197
57,27.13,1.0746
58,25.72,1.0769
59,23.63,1.0856
60,24.12,1.1012
61,24.31,1.0957
62,26.27,1.0931
63,24.55,1.2955
64,26.51,1.0942
65,24.34,1.0877
66,25.68,1.0967
67,26.02,1.1295
68,24.62,1.097
69,25.42,1.1002
70,25.92,1.1045
71,24.83,1.2227
72,23.61,1.1008
73,25.25,1.0966
74,26.33,1.1019
75,25.9,1.112
76,24.93,1.109
77,24.9,1.1396
78,24.22,1.1044
79,25.87,1.1124
80,25.1,1.1138
81,26.2,1.1342
82,25.88,1.1168
83,23.79,1.1154
84,24.06,1.1186
85,25.86,1.1302
